t_ms,asset_id,size_bytes
303,a284,65536
306,a295,131072
307,a86,65536
308,a231,65536
310,a195,131072
311,a282,262144
312,a70,131072
315,a62,65536
323,a284,131072
326,a78,65536
328,a78,65536
331,a102,65536
333,a163,262144
336,a71,262144
338,a176,65536
339,a176,131072
340,a33,65536
341,a71,65536
343,a204,65536
345,a22,65536
346,a234,262144
347,a204,262144
348,a204,65536
349,a71,65536
351,a78,262144
354,a103,131072
357,a103,65536
360,a103,131072
362,a156,131072
363,a238,65536
364,a103,65536
367,a284,262144
368,a176,65536
371,a44,262144
374,a68,262144
377,a155,65536
378,a40,65536
380,a74,131072
382,a68,65536
385,a244,131072
386,a83,65536
388,a261,65536
389,a176,65536
390,a132,65536
391,a78,131072
394,a163,65536
396,a163,131072
397,a182,65536
398,a22,262144
401,a246,65536
404,a284,131072
406,a22,65536
407,a176,65536
409,a296,65536
411,a204,262144
413,a79,262144
416,a40,65536
419,a74,262144
422,a37,262144
424,a204,65536
425,a234,65536
427,a37,65536
428,a37,131072
431,a168,262144
432,a44,131072
434,a45,65536
436,a163,131072
437,a68,65536
438,a185,262144
439,a102,65536
442,a33,65536
445,a204,65536
447,a132,131072
449,a284,262144
451,a130,65536
454,a223,65536
455,a35,262144
456,a238,262144
459,a74,131072
460,a40,131072
462,a74,65536
464,a103,65536
467,a68,65536
469,a40,262144
471,a176,65536
473,a186,65536
476,a108,262144
479,a234,262144
482,a22,131072
484,a37,131072
485,a163,262144
486,a91,131072
487,a100,262144
488,a163,65536
489,a244,262144
491,a44,65536
493,a37,65536
495,a22,65536
498,a244,131072
499,a22,131072
501,a66,262144
503,a78,131072
505,a171,65536
508,a43,65536
510,a74,65536
511,a63,65536
514,a41,65536
517,a163,262144
519,a234,65536
522,a102,131072
525,a103,131072
526,a86,131072
543,a69,65536
546,a278,65536
548,a25,65536
551,a46,262144
553,a84,131072
555,a221,131072
556,a150,65536
559,a86,262144
562,a86,131072
563,a58,65536
565,a25,65536
567,a46,262144
570,a74,131072
571,a220,262144
573,a58,262144
576,a25,65536
579,a57,262144
580,a192,262144
581,a261,65536
583,a221,65536
585,a278,65536
586,a167,131072
588,a84,262144
589,a252,262144
591,a84,65536
592,a86,262144
595,a84,262144
598,a84,262144
600,a220,262144
602,a74,131072
603,a224,65536
625,a62,262144
626,a86,262144
628,a247,65536
637,a42,65536
638,a128,131072
640,a231,65536
643,a140,262144
645,a118,65536
648,a184,131072
651,a140,131072
652,a184,262144
653,a258,131072
655,a26,131072
656,a128,65536
658,a118,262144
659,a63,65536
660,a43,131072
663,a118,262144
664,a26,262144
666,a184,65536
669,a112,65536
670,a185,65536
673,a191,65536
674,a253,65536
676,a81,262144
678,a72,65536
680,a128,65536
682,a72,262144
684,a26,131072
687,a72,65536
690,a245,262144
692,a51,131072
694,a26,65536
696,a143,262144
697,a184,131072
710,a160,65536
713,a148,262144
715,a171,65536
716,a10,262144
717,a24,65536
720,a70,65536
723,a109,131072
724,a192,65536
726,a213,65536
729,a81,131072
731,a119,65536
733,a10,131072
736,a281,262144
738,a249,65536
741,a192,65536
742,a213,65536
743,a218,65536
744,a192,65536
746,a160,262144
749,a218,65536
751,a24,65536
752,a28,262144
753,a281,262144
754,a95,65536
757,a192,65536
758,a115,131072
761,a47,65536
763,a210,65536
765,a241,262144
768,a249,65536
770,a216,262144
773,a282,65536
775,a119,262144
776,a120,65536
778,a272,65536
779,a70,262144
782,a1,65536
783,a159,65536
785,a192,131072
788,a33,262144
789,a213,131072
790,a218,131072
793,a192,65536
795,a160,65536
797,a70,65536
800,a171,262144
803,a10,262144
806,a95,131072
809,a272,131072
810,a119,65536
812,a237,65536
813,a210,262144
816,a120,65536
819,a41,131072
821,a249,262144
823,a70,131072
824,a109,65536
825,a52,65536
826,a282,131072
827,a171,65536
828,a249,262144
831,a10,131072
833,a272,65536
834,a213,262144
835,a123,65536
836,a282,65536
839,a163,65536
841,a210,262144
843,a23,262144
846,a119,262144
847,a296,65536
850,a192,65536
851,a10,262144
852,a296,131072
855,a1,131072
858,a213,65536
861,a171,262144
868,a200,262144
869,a220,65536
871,a106,131072
873,a220,262144
875,a240,131072
876,a260,262144
879,a40,65536
880,a230,262144
883,a33,65536
884,a199,131072
886,a200,65536
887,a35,262144
890,a126,65536
891,a220,65536
893,a220,262144
894,a79,262144
895,a5,65536
896,a282,65536
899,a90,262144
900,a42,262144
901,a293,131072
902,a240,65536
904,a92,262144
907,a293,65536
909,a127,65536
910,a86,65536
911,a33,65536
914,a79,65536
917,a90,65536
918,a186,131072
919,a240,65536
921,a186,65536
924,a171,131072
927,a220,65536
928,a92,262144
931,a35,131072
934,a42,65536
935,a42,65536
938,a174,65536
941,a79,131072
942,a230,131072
944,a171,131072
947,a52,65536
950,a199,262144
952,a220,65536
954,a92,131072
957,a240,131072
958,a33,262144
959,a240,131072
960,a35,65536
962,a171,262144
964,a86,262144
966,a200,262144
969,a22,65536
970,a79,131072
972,a90,262144
975,a199,65536
977,a90,131072
979,a200,65536
981,a230,262144
983,a33,65536
986,a35,262144
988,a282,131072
989,a199,65536
990,a220,262144
991,a90,262144
992,a92,262144
993,a79,65536
994,a285,131072
996,a33,262144
997,a62,65536
1000,a33,65536
1001,a35,65536
1004,a293,262144
1007,a90,65536
1008,a42,131072
1011,a171,131072
1012,a200,65536
1013,a53,262144
1016,a90,131072
1017,a90,262144
1019,a261,65536
1021,a230,131072
1023,a230,262144
1024,a157,65536
1026,a121,65536
1029,a33,131072
1030,a81,65536
1033,a220,262144
1034,a192,262144
1036,a174,65536
1037,a293,131072
1039,a34,262144
1042,a174,65536
1045,a166,131072
1048,a240,262144
1050,a199,131072
1052,a171,131072
1054,a35,65536
1056,a230,262144
1058,a35,131072
1061,a293,262144
1064,a86,131072
1066,a186,65536
1067,a174,131072
1070,a280,65536
1072,a171,131072
1075,a209,65536
1078,a244,65536
1080,a240,65536
1081,a230,131072
1084,a81,65536
1087,a90,65536
1089,a33,262144
1090,a33,131072
1091,a147,131072
1092,a243,262144
1094,a251,65536
1095,a206,131072
1098,a199,65536
1101,a52,262144
1102,a86,65536
1104,a174,65536
1107,a52,65536
1108,a33,131072
1110,a186,65536
1112,a33,65536
1114,a171,65536
1116,a35,65536
1119,a35,65536
1121,a220,131072
1123,a35,262144
1125,a13,262144
1127,a9,262144
1130,a293,131072
1131,a234,262144
1134,a174,262144
1137,a42,131072
1140,a157,262144
1143,a35,65536
1145,a42,262144
1146,a90,65536
1148,a293,262144
1149,a230,65536
1151,a157,65536
1154,a95,65536
1157,a249,131072
1182,a218,65536
1184,a296,262144
1185,a281,65536
1187,a136,262144
1188,a296,131072
1189,a241,131072
1192,a160,65536
1195,a210,65536
1196,a241,131072
1199,a244,131072
1202,a144,262144
1203,a213,131072
1204,a276,262144
1206,a119,131072
1207,a171,65536
1208,a272,65536
1209,a160,262144
1211,a213,65536
1212,a7,262144
1215,a264,131072
1218,a120,131072
1219,a281,131072
1222,a60,65536
1224,a216,65536
1226,a241,65536
1229,a119,131072
1232,a216,262144
1233,a60,65536
1236,a171,65536
1239,a241,131072
1242,a146,131072
1244,a1,131072
1245,a171,262144
1246,a144,131072
1248,a216,65536
1251,a227,65536
1252,a241,65536
1253,a213,65536
1255,a171,131072
1256,a296,65536
1258,a213,65536
1260,a120,65536
1262,a272,65536
1263,a160,131072
1266,a272,65536
1267,a1,262144
1268,a70,131072
1269,a265,65536
1270,a171,65536
1272,a60,131072
1274,a281,131072
1276,a274,65536
1277,a296,65536
1280,a282,262144
1282,a95,131072
1285,a60,131072
1287,a99,65536
1288,a296,262144
1290,a249,262144
1293,a36,65536
1296,a296,262144
1299,a95,131072
1302,a119,131072
1305,a160,262144
1308,a160,65536
1309,a70,65536
1310,a192,65536
1313,a273,262144
1314,a213,65536
1315,a218,131072
1318,a6,262144
1320,a70,65536
1322,a160,65536
1325,a95,65536
1327,a95,262144
1328,a117,65536
1330,a281,65536
1332,a192,262144
1334,a10,131072
1336,a95,65536
1338,a213,131072
1339,a218,65536
1342,a70,65536
1344,a281,65536
1347,a120,65536
1349,a95,131072
1350,a47,65536
1353,a60,65536
1354,a70,65536
1355,a1,65536
1358,a18,131072
1359,a218,262144
1360,a218,65536
1362,a272,262144
1365,a218,65536
1367,a216,65536
1369,a120,65536
1370,a154,65536
1371,a272,65536
1372,a210,65536
1373,a70,262144
1376,a60,65536
1377,a296,65536
1379,a210,262144
1380,a192,65536
1381,a1,65536
1382,a210,65536
1385,a210,262144
1387,a210,262144
1390,a249,65536
1391,a296,65536
1392,a192,262144
1394,a257,131072
1395,a80,65536
1398,a97,262144
1401,a70,65536
1403,a119,65536
1405,a192,65536
1406,a107,65536
1407,a249,65536
1408,a1,131072
1411,a213,131072
1414,a70,262144
1416,a282,65536
1419,a120,65536
1422,a125,131072
1424,a119,262144
1426,a218,65536
1427,a282,131072
1430,a119,131072
1431,a171,65536
1433,a171,262144
1435,a119,131072
1436,a241,65536
1439,a281,131072
1442,a160,65536
1444,a160,262144
1446,a249,131072
1449,a296,65536
1450,a120,262144
1451,a281,131072
1452,a32,65536
1453,a160,65536
1454,a218,262144
1455,a210,65536
1458,a209,65536
1461,a70,262144
1462,a210,65536
1464,a262,65536
1486,a41,262144
1487,a32,262144
1489,a24,262144
1492,a32,131072
1494,a83,131072
1497,a26,65536
1499,a128,65536
1502,a279,65536
1505,a13,65536
1508,a90,65536
1510,a84,65536
1511,a26,262144
1513,a106,262144
1516,a83,131072
1517,a99,65536
1519,a26,65536
1521,a32,131072
1522,a241,131072
1525,a26,262144
1527,a98,65536
1530,a41,65536
1533,a256,65536
1534,a251,131072
1536,a63,65536
1538,a241,131072
1563,a37,65536
1565,a68,262144
1567,a162,65536
1568,a37,262144
1570,a143,65536
1571,a162,65536
1573,a71,131072
1575,a119,262144
1578,a15,65536
1579,a141,65536
1581,a119,131072
1583,a165,65536
1584,a119,65536
1586,a15,65536
1588,a188,262144
1590,a232,65536
1591,a64,65536
1592,a18,262144
1593,a64,65536
1594,a45,65536
1596,a92,65536
1599,a188,65536
1602,a262,65536
1605,a288,262144
1607,a165,131072
1610,a71,65536
1611,a165,262144
1614,a15,65536
1617,a119,262144
1620,a27,65536
1623,a18,131072
1625,a71,65536
1627,a71,262144
1629,a119,131072
1632,a34,131072
1633,a68,131072
1635,a125,65536
1637,a119,65536
1638,a71,65536
1640,a37,65536
1641,a157,262144
1642,a40,65536
1645,a95,65536
1646,a11,262144
1648,a71,65536
1650,a232,65536
1653,a52,65536
1654,a18,131072
1656,a190,262144
1659,a92,65536
1662,a119,65536
1664,a141,65536
1667,a15,131072
1668,a141,262144
1671,a119,65536
1673,a64,262144
1675,a34,131072
1676,a165,131072
1677,a181,262144
1680,a71,65536
1681,a71,131072
1684,a240,65536
1685,a119,262144
1686,a18,262144
1689,a210,65536
1690,a240,65536
1693,a131,131072
1696,a240,262144
1699,a68,65536
1702,a260,262144
1705,a199,131072
1706,a157,65536
1709,a113,131072
1710,a37,65536
1713,a18,262144
1714,a188,65536
1717,a249,65536
1718,a240,131072
1719,a160,65536
1721,a34,262144
1732,a196,65536
1733,a251,131072
1734,a214,262144
1737,a150,65536
1739,a33,131072
1740,a142,131072
1742,a177,131072
1745,a52,262144
1747,a251,262144
1748,a251,65536
1750,a172,65536
1751,a134,131072
1753,a43,131072
1755,a102,131072
1758,a92,65536
1760,a142,65536
1763,a185,65536
1766,a52,131072
1768,a77,65536
1769,a164,262144
1771,a214,65536
1774,a126,131072
1789,a132,65536
1790,a132,65536
1793,a23,262144
1795,a172,65536
1798,a146,65536
1800,a264,65536
1801,a11,131072
1804,a191,262144
1805,a139,65536
1807,a250,131072
1808,a107,65536
1810,a219,262144
1813,a285,65536
1815,a218,65536
1818,a8,262144
1820,a243,131072
1823,a57,262144
1826,a136,65536
1851,a67,262144
1852,a119,131072
1855,a119,65536
1856,a64,65536
1859,a64,262144
1862,a188,65536
1863,a1,262144
1864,a232,65536
1865,a232,262144
1868,a40,65536
1871,a21,65536
1874,a160,65536
1876,a250,65536
1878,a172,262144
1879,a34,65536
1880,a11,65536
1882,a248,131072
1883,a34,65536
1886,a71,131072
1889,a119,131072
1891,a260,262144
1892,a240,65536
1893,a119,262144
1895,a141,131072
1896,a15,65536
1897,a162,131072
1898,a37,131072
1901,a4,65536
1904,a34,65536
1906,a68,262144
1909,a92,131072
1910,a73,131072
1913,a68,262144
1915,a12,262144
1916,a37,262144
1919,a92,262144
1921,a126,131072
1922,a145,131072
1923,a208,262144
1924,a260,65536
1926,a78,65536
1928,a157,262144
1931,a157,65536
1932,a68,262144
1935,a260,65536
1936,a11,65536
1939,a92,65536
1940,a68,65536
1943,a232,65536
1946,a185,65536
1948,a11,65536
1950,a21,65536
1951,a92,262144
1952,a232,65536
1955,a71,65536
1956,a232,262144
1959,a208,65536
1961,a169,65536
1962,a160,65536
1964,a71,262144
1966,a141,262144
1967,a165,262144
1968,a187,262144
1971,a18,65536
1974,a37,65536
1977,a141,65536
1979,a68,131072
1980,a92,262144
1982,a68,262144
1985,a64,262144
1987,a232,65536
1989,a232,65536
1990,a232,65536
1992,a254,65536
1993,a18,65536
1996,a260,65536
1999,a165,65536
2000,a260,131072
2003,a162,262144
2006,a219,65536
2008,a98,131072
2009,a90,131072
2012,a165,65536
2013,a110,65536
2014,a275,262144
2017,a162,262144
2020,a260,65536
2022,a11,65536
2025,a71,65536
2027,a160,65536
2028,a232,65536
2029,a157,65536
2030,a162,65536
2032,a260,65536
2034,a208,131072
2035,a157,262144
2037,a188,262144
2038,a92,65536
2040,a74,65536
2041,a162,262144
2044,a68,131072
2046,a15,262144
2047,a160,131072
2049,a162,131072
2051,a165,65536
2052,a232,65536
2054,a165,131072
2056,a34,65536
2057,a141,131072
2059,a239,65536
2061,a232,131072
2064,a247,131072
2067,a119,131072
2069,a232,131072
2070,a37,65536
2071,a232,262144
2072,a18,65536
2073,a208,131072
2074,a71,65536
2075,a11,65536
2076,a171,65536
2077,a160,65536
2079,a162,262144
2080,a240,262144
2083,a37,131072
2085,a162,65536
2086,a208,131072
2089,a188,65536
2092,a208,65536
2093,a141,131072
2094,a68,65536
2095,a160,262144
2098,a165,262144
2100,a11,65536
2102,a68,131072
2103,a71,131072
2105,a188,65536
2106,a165,65536
2108,a160,65536
2110,a208,131072
2111,a165,262144
2113,a92,65536
2116,a141,262144
2118,a64,65536
2121,a238,262144
2124,a160,65536
2126,a165,65536
2127,a169,131072
2129,a208,131072
2132,a232,262144
2135,a157,65536
2137,a188,131072
2138,a92,65536
2139,a188,262144
2142,a92,65536
2144,a165,65536
2147,a208,65536
2149,a68,131072
2150,a178,65536
2153,a157,131072
2154,a188,65536
2156,a234,65536
2157,a232,65536
2159,a141,262144
2160,a71,131072
2162,a136,65536
2165,a162,131072
2167,a240,65536
2170,a15,131072
2172,a74,131072
2174,a141,131072
2175,a18,131072
2177,a141,262144
2178,a119,65536
2179,a165,65536
2182,a208,262144
2183,a160,65536
2186,a119,262144
2189,a34,65536
2191,a11,131072
2192,a160,65536
2193,a71,65536
2194,a157,65536
2196,a179,262144
2213,a25,131072
2214,a236,131072
2215,a12,262144
2216,a289,262144
2218,a270,262144
2221,a249,262144
2222,a249,262144
2225,a118,131072
2228,a236,65536
2231,a19,65536
2232,a258,65536
2233,a118,262144
2235,a163,131072
2237,a180,65536
2240,a270,262144
2243,a163,262144
2244,a12,65536
2245,a263,65536
2248,a67,65536
2250,a270,65536
2253,a132,65536
2255,a183,65536
2256,a249,65536
2257,a19,131072
2259,a19,262144
2261,a135,262144
2262,a29,262144
2265,a180,65536
2267,a249,131072
2269,a12,65536
2272,a114,65536
2274,a28,65536
2277,a246,262144
2280,a25,131072
2281,a19,262144
2284,a284,131072
2285,a114,65536
2286,a187,65536
2287,a183,65536
2289,a114,262144
2291,a114,262144
2293,a263,131072
2295,a118,262144
2297,a155,131072
2299,a236,65536
2301,a114,65536
2304,a29,65536
2306,a183,262144
2308,a145,262144
2311,a145,131072
2314,a236,65536
2317,a236,65536
2319,a246,131072
2322,a187,65536
2325,a246,262144
2326,a22,65536
2329,a183,262144
2332,a19,65536
2334,a67,131072
2337,a289,65536
2340,a263,262144
2343,a114,65536
2345,a33,131072
2346,a19,65536
2347,a46,65536
2349,a19,262144
2352,a29,131072
2354,a67,65536
2356,a84,131072
2359,a270,65536
2360,a246,65536
2363,a178,65536
2366,a135,131072
2368,a183,262144
2371,a165,65536
2372,a67,65536
2375,a25,65536
2377,a183,131072
2379,a180,131072
2382,a81,65536
2385,a183,262144
2388,a187,262144
2391,a25,65536
2392,a12,131072
2395,a145,65536
2397,a155,131072
2399,a187,131072
2402,a145,65536
2404,a270,65536
2406,a183,65536
2409,a155,262144
2410,a125,65536
2413,a183,65536
2415,a67,65536
2418,a135,65536
2421,a206,262144
2423,a183,65536
2426,a236,131072
2428,a289,262144
2431,a67,65536
2432,a246,262144
2435,a29,262144
2438,a119,65536
2439,a25,131072
2440,a163,262144
2441,a187,65536
2444,a67,65536
2446,a249,131072
2449,a187,262144
2455,a268,131072
2457,a99,262144
2459,a236,65536
2460,a57,131072
2461,a279,131072
2463,a167,65536
2466,a76,65536
2468,a268,262144
2470,a57,262144
2472,a268,131072
2473,a185,262144
2474,a99,65536
2475,a250,131072
2478,a89,65536
2484,a50,131072
2486,a241,65536
2487,a202,65536
2488,a216,65536
2490,a4,65536
2493,a272,131072
2495,a222,65536
2496,a193,262144
2499,a222,65536
2501,a152,65536
2502,a157,65536
2503,a103,65536
2506,a103,262144
2509,a128,262144
2512,a169,65536
2514,a149,262144
2515,a66,65536
2517,a255,131072
2520,a103,65536
2523,a298,65536
2526,a298,65536
2529,a66,262144
2530,a252,65536
2532,a252,262144
2533,a25,262144
2535,a36,65536
2537,a216,262144
2540,a103,65536
2541,a202,131072
2542,a298,262144
2543,a36,65536
2546,a169,131072
2549,a152,65536
2550,a198,131072
2551,a80,65536
2553,a277,65536
2555,a83,65536
2556,a83,262144
2559,a291,65536
2560,a152,262144
2563,a54,131072
2566,a123,65536
2567,a222,262144
2569,a278,131072
2570,a93,65536
2571,a216,262144
2574,a144,65536
2576,a40,65536
2578,a216,65536
2581,a11,262144
2583,a181,262144
2584,a169,262144
2586,a276,65536
2588,a148,65536
2591,a181,65536
2593,a222,65536
2594,a103,131072
2597,a123,262144
2599,a222,65536
2601,a169,131072
2602,a8,131072
2603,a181,65536
2604,a222,65536
2606,a191,131072
2608,a202,65536
2611,a169,131072
2612,a298,131072
2615,a186,65536
2618,a8,131072
2620,a252,65536
2622,a169,262144
2625,a246,65536
2627,a252,65536
2630,a222,131072
2631,a152,131072
2632,a66,131072
2633,a157,262144
2635,a25,65536
2636,a4,262144
2639,a157,65536
2640,a152,262144
2641,a123,65536
2644,a25,131072
2647,a169,262144
2650,a152,262144
2653,a169,131072
2656,a127,65536
2659,a298,65536
2662,a216,131072
2681,a287,131072
2684,a255,262144
2685,a17,65536
2687,a262,65536
2689,a298,65536
2692,a178,262144
2698,a26,131072
2700,a137,131072
2702,a68,65536
2705,a101,131072
2706,a41,131072
2709,a26,65536
2712,a32,65536
2715,a30,65536
2718,a32,131072
2720,a238,131072
2721,a99,65536
2722,a13,65536
2723,a104,65536
2725,a80,131072
2726,a84,65536
2729,a241,131072
2732,a19,262144
2735,a8,262144
2737,a278,262144
2740,a13,262144
2743,a8,65536
2766,a83,65536
2768,a86,262144
2771,a83,65536
2773,a174,262144
2774,a209,65536
2777,a287,65536
2778,a125,65536
2788,a25,65536
2790,a18,65536
2793,a145,65536
2796,a67,65536
2797,a121,262144
2800,a180,131072
2802,a67,65536
2805,a187,131072
2806,a48,262144
2809,a145,131072
2812,a249,65536
2815,a291,65536
2816,a12,65536
2829,a144,131072
2830,a216,65536
2831,a152,65536
2834,a157,262144
2837,a185,131072
2839,a298,65536
2841,a66,65536
2842,a157,65536
2843,a152,65536
2846,a36,65536
2848,a83,65536
2849,a51,65536
2852,a262,131072
2854,a36,65536
2855,a222,65536
2856,a36,262144
2859,a272,65536
2862,a181,131072
2865,a277,65536
2868,a197,65536
2869,a277,131072
2870,a103,65536
2872,a216,131072
2875,a222,65536
2876,a262,131072
2877,a152,131072
2878,a252,131072
2881,a36,65536
2882,a192,262144
2883,a185,262144
2885,a66,131072
2886,a252,262144
2888,a216,65536
2889,a36,65536
2892,a216,65536
2893,a202,131072
2895,a181,65536
2897,a185,65536
2900,a171,65536
2901,a157,262144
2902,a19,131072
2905,a25,65536
2908,a216,65536
2910,a103,131072
2911,a202,65536
2913,a185,65536
2915,a181,65536
2916,a103,65536
2918,a83,262144
2919,a185,262144
2921,a222,65536
2924,a222,65536
2927,a36,262144
2929,a157,262144
2931,a181,65536
2933,a252,65536
2935,a215,65536
2937,a152,65536
2940,a185,131072
2943,a185,262144
2945,a119,262144
2947,a152,262144
2948,a103,131072
2949,a25,262144
2950,a157,131072
2953,a181,65536
2954,a169,131072
2955,a230,65536
2957,a5,262144
2958,a181,131072
2960,a169,262144
2963,a152,131072
2965,a181,65536
2966,a222,65536
2967,a152,131072
2968,a277,65536
2971,a245,262144
2974,a298,262144
2976,a123,131072
2979,a206,131072
2980,a8,65536
2981,a181,65536
2983,a202,262144
2985,a272,65536
2987,a25,65536
2989,a185,262144
2990,a272,262144
2993,a252,65536
2996,a202,131072
2999,a211,65536
3000,a252,65536
3003,a258,131072
3005,a252,65536
3008,a180,131072
3009,a108,262144
3011,a181,65536
3012,a272,65536
3014,a66,65536
3015,a262,65536
3017,a216,65536
3020,a202,131072
3022,a36,131072
3024,a271,262144
3025,a83,262144
3028,a247,65536
3030,a185,262144
3031,a25,65536
3034,a181,262144
3036,a123,65536
3037,a222,262144
3040,a152,65536
3043,a181,131072
3044,a284,65536
3046,a262,262144
3048,a226,65536
3051,a185,65536
3052,a25,65536
3054,a83,65536
3055,a181,65536
3056,a21,131072
3059,a262,65536
3060,a298,262144
3063,a227,131072
3065,a123,65536
3067,a157,131072
3068,a275,65536
3071,a123,65536
3072,a169,65536
3075,a222,262144
3078,a33,65536
3081,a181,65536
3083,a185,65536
3085,a103,65536
3087,a8,65536
3090,a252,65536
3093,a181,131072
3094,a66,65536
3096,a103,262144
3097,a103,131072
3098,a202,65536
3101,a95,131072
3102,a216,131072
3103,a36,131072
3106,a272,65536
3107,a36,65536
3109,a277,65536
3111,a25,131072
3113,a299,65536
3116,a178,131072
3118,a272,65536
3119,a272,262144
3122,a103,131072
3125,a222,65536
3126,a103,65536
3129,a222,65536
3131,a25,65536
3133,a202,65536
3134,a36,131072
3136,a216,131072
3137,a202,262144
3140,a272,131072
3141,a25,65536
3142,a185,65536
3145,a157,65536
3147,a36,131072
3148,a279,262144
3150,a25,262144
3151,a277,262144
3154,a152,131072
3156,a181,131072
3157,a222,65536
3160,a169,262144
3162,a123,65536
3163,a36,262144
3164,a277,262144
3165,a262,65536
3167,a169,262144
3169,a66,65536
3172,a185,131072
3174,a169,131072
3176,a169,131072
3177,a152,65536
3179,a83,131072
3181,a261,65536
3182,a157,131072
3185,a76,65536
3188,a154,65536
3190,a83,262144
3192,a157,131072
3200,a128,262144
3201,a167,131072
3204,a34,65536
3206,a241,262144
3209,a8,65536
3210,a99,262144
3211,a76,65536
3228,a136,65536
3230,a284,131072
3233,a198,65536
3235,a284,65536
3238,a285,131072
3239,a198,65536
3240,a149,65536
3242,a265,262144
3243,a235,131072
3246,a152,131072
3247,a235,262144
3250,a275,131072
3253,a16,65536
3255,a63,65536
3258,a141,65536
3259,a161,65536
3262,a16,65536
3265,a147,262144
3268,a16,65536
3269,a294,65536
3270,a58,131072
3271,a199,65536
3274,a48,262144
3275,a198,65536
3276,a81,131072
3278,a63,262144
3280,a155,131072
3281,a63,131072
3284,a147,65536
3286,a275,65536
3288,a147,65536
3289,a149,65536
3291,a143,65536
3294,a246,131072
3295,a71,65536
3298,a24,131072
3300,a226,65536
3303,a294,262144
3306,a141,131072
3307,a58,65536
3308,a284,262144
3310,a218,262144
3312,a269,65536
3315,a284,65536
3316,a210,262144
3318,a148,65536
3319,a148,262144
3321,a96,262144
3323,a17,131072
3326,a149,131072
3329,a58,65536
3331,a16,262144
3332,a257,65536
3334,a96,262144
3336,a63,65536
3339,a205,262144
3341,a96,65536
3342,a2,131072
3345,a205,65536
3346,a16,262144
3349,a265,65536
3350,a17,65536
3351,a235,131072
3352,a275,65536
3354,a257,65536
3356,a63,262144
3359,a275,65536
3360,a136,131072
3361,a16,131072
3364,a141,65536
3366,a205,65536
3367,a84,262144
3368,a294,65536
3371,a282,131072
3373,a16,262144
3374,a136,131072
3375,a141,262144
3376,a16,131072
3377,a284,262144
3378,a161,65536
3381,a205,65536
3382,a235,65536
3383,a136,131072
3386,a148,65536
3389,a235,131072
3390,a147,65536
3392,a284,131072
3393,a226,65536
3394,a136,65536
3395,a96,65536
3398,a58,262144
3401,a294,65536
3403,a141,65536
3404,a284,131072
3407,a16,131072
3408,a96,65536
3411,a16,262144
3414,a265,65536
3417,a148,65536
3419,a69,65536
3420,a161,65536
3423,a136,65536
3425,a30,262144
3427,a48,65536
3430,a96,131072
3431,a284,131072
3434,a3,65536
3436,a96,262144
3439,a141,65536
3440,a161,131072
3441,a58,65536
3444,a48,131072
3445,a148,262144
3447,a253,65536
3448,a17,65536
3450,a226,65536
3453,a188,65536
3454,a226,65536
3457,a16,65536
3460,a142,65536
3467,a119,65536
3468,a120,262144
3469,a108,65536
3472,a95,65536
3473,a272,65536
3476,a210,262144
3478,a21,65536
3480,a15,65536
3483,a85,65536
3486,a249,65536
3487,a241,131072
3498,a248,65536
