t_ms,asset_id,size_bytes
606,a62910,262144
613,a90625,65536
616,a97086,65536
619,a1644,65536
621,a71047,131072
624,a38993,65536
626,a45235,131072
628,a26326,131072
631,a17068,65536
632,a53603,65536
635,a42246,131072
637,a49166,65536
659,a9796,262144
661,a85968,65536
664,a18186,262144
666,a25830,65536
668,a43207,65536
669,a86170,131072
670,a30259,65536
673,a25275,65536
676,a63406,262144
689,a8726,65536
692,a26339,262144
695,a55170,65536
698,a10405,65536
699,a56987,65536
701,a26169,65536
704,a38710,65536
705,a52429,65536
707,a69446,131072
709,a53381,131072
710,a92441,65536
711,a71869,262144
714,a27435,65536
716,a33297,262144
717,a87928,65536
718,a14070,131072
719,a35015,262144
720,a2339,65536
723,a7543,65536
724,a26543,65536
726,a75078,131072
728,a27122,65536
729,a45336,65536
732,a56750,65536
733,a78973,65536
734,a63910,65536
737,a29257,65536
740,a41787,65536
741,a4781,65536
743,a73162,262144
744,a26159,262144
745,a81701,65536
748,a20662,262144
749,a1791,65536
751,a68745,262144
752,a9108,65536
755,a72762,131072
757,a73282,131072
758,a76696,131072
761,a79456,65536
764,a92241,65536
766,a78489,65536
768,a33251,262144
770,a98865,65536
773,a1632,131072
775,a74011,65536
776,a73128,65536
779,a98111,131072
780,a37225,65536
781,a23123,262144
783,a22225,262144
785,a91908,262144
788,a36270,262144
790,a753,65536
793,a83590,65536
799,a39338,65536
800,a17857,65536
803,a27867,65536
804,a23126,65536
805,a86570,262144
808,a18402,262144
809,a85286,65536
810,a47932,65536
811,a12906,65536
813,a43449,65536
816,a89189,131072
817,a78959,131072
818,a39415,65536
821,a43054,262144
823,a92404,65536
825,a13481,131072
828,a11982,65536
831,a63431,65536
834,a20458,65536
835,a88611,65536
836,a17997,262144
837,a84353,65536
839,a74741,131072
842,a52384,65536
845,a56956,131072
847,a30209,131072
849,a69400,65536
852,a19340,65536
855,a55740,131072
857,a27193,262144
859,a95261,262144
861,a39803,262144
863,a94168,65536
864,a42429,65536
865,a643,65536
866,a59148,262144
868,a81202,65536
870,a89414,131072
872,a14997,131072
875,a5048,65536
877,a21543,262144
878,a61314,262144
881,a41256,131072
884,a70894,65536
886,a16900,131072
887,a80351,65536
890,a55425,65536
893,a49450,65536
895,a32603,65536
898,a28201,65536
901,a24638,262144
903,a39338,131072
906,a29348,65536
908,a71632,65536
911,a33884,262144
912,a17745,65536
914,a36271,262144
915,a56689,65536
918,a34653,262144
920,a54079,65536
921,a90941,262144
923,a25995,65536
925,a83931,65536
927,a70056,131072
928,a46223,262144
931,a61352,65536
934,a27557,65536
937,a4129,131072
939,a68015,131072
954,a36703,65536
957,a31721,131072
959,a97202,131072
960,a90895,65536
962,a2893,262144
963,a21920,262144
964,a61708,131072
965,a21843,262144
966,a7139,262144
967,a14849,262144
970,a89262,65536
973,a29937,65536
974,a97672,262144
975,a79978,131072
976,a29725,262144
978,a78476,262144
981,a74421,65536
984,a71445,65536
985,a87058,262144
987,a62757,65536
988,a22276,131072
989,a29007,65536
991,a54520,262144
992,a84667,262144
994,a57243,65536
995,a24754,65536
998,a11895,131072
1001,a8924,262144
1002,a58299,131072
1003,a19632,262144
1006,a81424,65536
1007,a50647,262144
1009,a8619,262144
1012,a68809,65536
1013,a50813,262144
1015,a2244,262144
1016,a56118,262144
1019,a86365,65536
1022,a69392,65536
1024,a14470,262144
1027,a56781,65536
1028,a95318,65536
1030,a7419,262144
1031,a94760,131072
1034,a45276,65536
1036,a68935,65536
1037,a58203,131072
1040,a74937,65536
1042,a49533,262144
1044,a2461,65536
1046,a17226,262144
1047,a69141,262144
1050,a6,131072
1053,a68598,262144
1056,a12991,65536
1058,a96508,65536
1059,a10834,262144
1062,a26509,262144
1064,a40898,65536
1066,a69308,65536
1068,a59117,65536
1071,a97364,262144
1073,a9965,65536
1074,a98463,131072
1077,a26917,131072
1078,a10812,131072
1080,a19981,65536
1083,a93138,262144
1084,a60577,65536
1086,a43976,262144
1087,a87138,131072
1088,a15144,65536
1091,a35486,65536
1092,a81393,65536
1094,a76151,131072
1096,a67728,131072
1099,a77403,65536
1101,a44354,262144
1102,a46279,65536
1104,a45451,65536
1106,a64056,65536
1107,a60299,65536
1108,a77714,65536
1110,a54993,65536
1113,a6513,262144
1115,a67130,131072
1117,a44365,131072
1120,a75868,65536
1122,a53844,65536
1125,a57685,65536
1127,a93732,131072
1129,a63076,65536
1130,a97534,65536
1133,a65530,65536
1136,a4094,262144
1139,a22213,131072
1141,a1546,131072
1143,a1036,65536
1145,a74291,65536
1147,a37015,65536
1157,a23636,65536
1158,a56102,262144
1159,a10972,262144
1161,a82419,65536
1164,a71647,131072
1165,a92016,262144
1167,a81216,262144
1170,a75281,65536
1171,a57312,131072
1172,a38262,65536
1175,a97761,65536
1178,a9502,65536
1181,a69949,65536
1184,a39889,65536
1186,a40534,65536
1187,a28607,262144
1188,a14325,65536
1189,a42716,262144
1205,a36452,262144
1207,a13714,65536
1209,a60614,131072
1212,a87648,65536
1215,a21726,262144
1217,a35311,131072
1219,a98454,262144
1236,a22514,65536
1238,a75901,262144
1239,a31609,65536
1241,a46787,65536
1244,a76776,131072
1246,a9923,65536
1248,a21505,65536
1251,a94373,262144
1252,a93778,262144
1254,a81760,65536
1257,a7939,65536
1260,a42756,262144
1263,a16391,262144
1264,a22024,131072
1265,a30239,262144
1266,a9445,65536
1269,a92899,131072
1271,a45540,262144
1273,a25320,131072
1274,a81356,262144
1276,a39840,131072
1279,a94054,65536
1280,a96908,65536
1282,a90011,131072
1283,a71620,131072
1286,a52473,262144
1287,a74197,262144
1289,a3264,131072
1292,a96962,131072
1293,a39562,262144
1295,a97098,262144
1298,a52016,65536
1300,a22712,65536
1303,a30247,131072
1305,a7659,262144
1306,a93399,65536
1307,a35309,262144
1308,a51094,131072
1310,a56517,65536
1311,a42826,262144
1314,a63614,65536
1327,a83869,262144
1330,a64170,65536
1333,a76046,65536
1335,a47723,65536
1336,a27686,65536
1337,a6623,131072
1355,a86187,131072
1357,a96420,65536
1360,a61453,131072
1363,a36219,131072
1365,a27521,262144
1366,a1865,65536
1367,a77831,65536
1369,a99260,65536
1371,a6944,262144
1374,a14857,131072
1376,a41139,131072
1379,a67659,262144
1382,a91479,65536
1385,a76723,65536
1388,a31047,65536
1390,a48460,131072
1391,a40643,262144
1393,a1887,131072
1396,a43983,65536
1398,a97958,262144
1400,a28021,131072
1401,a32674,262144
1402,a7213,65536
1403,a57502,65536
1410,a51839,65536
1412,a6887,131072
1413,a7865,65536
1435,a27013,262144
1438,a45768,262144
1439,a94489,262144
1442,a52733,262144
1445,a400,65536
1447,a36718,131072
1449,a25709,131072
1451,a18836,65536
1452,a40034,65536
1455,a14028,65536
1456,a86607,131072
1458,a62200,65536
1461,a6496,65536
1464,a19947,65536
1466,a94185,131072
1467,a17264,262144
1468,a97703,131072
1470,a54539,65536
1473,a10661,131072
1476,a41544,131072
1478,a49188,65536
1480,a40871,65536
1481,a76041,262144
1482,a36495,131072
1507,a83101,65536
1509,a72605,65536
1512,a87605,262144
1513,a69195,262144
1514,a79155,65536
1517,a4633,262144
1519,a23361,131072
1520,a14456,65536
1522,a86656,262144
1524,a73658,65536
1527,a55829,262144
1528,a71046,131072
1529,a49497,65536
1530,a8403,65536
1531,a85700,131072
1546,a58105,262144
1549,a21195,131072
1570,a53086,131072
1573,a63609,65536
1576,a88740,262144
1577,a54128,65536
1580,a46542,65536
1582,a70245,65536
1584,a78892,65536
1585,a52545,65536
1588,a90015,262144
1591,a69263,131072
1594,a60607,65536
1596,a86458,262144
1598,a13904,65536
1601,a77532,131072
1603,a98979,131072
1605,a86294,131072
1608,a50924,131072
1609,a31290,131072
1611,a75014,65536
1613,a39562,262144
1614,a36555,262144
1617,a52128,65536
1619,a80604,262144
1621,a1378,65536
1624,a76909,65536
1626,a69085,131072
1627,a89009,65536
1628,a57355,131072
1630,a12302,65536
1633,a4624,262144
1635,a49542,65536
1638,a72963,65536
1640,a10910,65536
1642,a59171,65536
1643,a9521,262144
1644,a35633,65536
1646,a84466,65536
1649,a24166,65536
1652,a85743,262144
1655,a59838,131072
1658,a32258,65536
1659,a33355,65536
1660,a8596,131072
1661,a79196,65536
1663,a64561,65536
1665,a15795,65536
1667,a42963,262144
1670,a77320,65536
1673,a92834,65536
1675,a30996,65536
1678,a99767,65536
1681,a89145,131072
1683,a61126,262144
1686,a96858,65536
1688,a49312,262144
1689,a35916,262144
1692,a21518,65536
1694,a52848,262144
1695,a35827,65536
1696,a10187,262144
1699,a24515,131072
1702,a73967,65536
1705,a67742,65536
1708,a94560,65536
1711,a73196,65536
1712,a77577,65536
1715,a93459,65536
1718,a15044,65536
1720,a60095,131072
1723,a92452,131072
1725,a83892,131072
1728,a29880,65536
1729,a57329,65536
1731,a61082,131072
1733,a97305,65536
1735,a64613,262144
1736,a45013,65536
1737,a13347,65536
1739,a29940,65536
1742,a11265,131072
1744,a79491,262144
1746,a34727,262144
1749,a83461,131072
1751,a21896,262144
1754,a13691,65536
1755,a24116,65536
1758,a23007,131072
1759,a7706,65536
1760,a91588,65536
1762,a54577,65536
1765,a40941,131072
1766,a46437,262144
1769,a58048,262144
1770,a92984,262144
1772,a30712,65536
1773,a45417,65536
1774,a49443,131072
1777,a48538,65536
1780,a81716,131072
1781,a56057,65536
1784,a81223,131072
1786,a49443,65536
1789,a42980,131072
1790,a86701,65536
1791,a89633,131072
1793,a15449,65536
1796,a71470,65536
1797,a39663,65536
1798,a54448,65536
1801,a89808,65536
1803,a38388,262144
1806,a53856,65536
1807,a61741,131072
1809,a77033,262144
1811,a57945,262144
1812,a30089,262144
1815,a89857,65536
1818,a2790,262144
1821,a16089,65536
1824,a26127,262144
1825,a98827,65536
1826,a6518,65536
1835,a18188,65536
1837,a55697,262144
1839,a78831,131072
1840,a67237,65536
1843,a51217,65536
1846,a82517,262144
1847,a37542,65536
1850,a87871,131072
1852,a81463,65536
1853,a83694,65536
1854,a57394,262144
1857,a96094,131072
1859,a13461,65536
1860,a7804,65536
1861,a65565,65536
1863,a14243,65536
1866,a70573,65536
1869,a23720,262144
1871,a63015,65536
1874,a13939,65536
1877,a86345,65536
1879,a52829,65536
1880,a79549,65536
1881,a41038,262144
1883,a66534,131072
1886,a30281,262144
1888,a34848,65536
1890,a81870,262144
1891,a50151,65536
1893,a22204,65536
1894,a17675,262144
1895,a80747,65536
1896,a24249,131072
1899,a14633,262144
1901,a62946,262144
1904,a59691,65536
1907,a9739,65536
1910,a5664,65536
1935,a13116,131072
1938,a46526,65536
1941,a61397,262144
1943,a26498,65536
1944,a22062,65536
1947,a17169,131072
1950,a26624,262144
1951,a99703,65536
1954,a61254,262144
1955,a89048,131072
1958,a38082,262144
1959,a99365,131072
1961,a48132,131072
1962,a45317,65536
1963,a28860,131072
1966,a82536,65536
1969,a3081,262144
1970,a96570,131072
1973,a13618,65536
1974,a99520,65536
1975,a62546,131072
1976,a52163,262144
1977,a63930,65536
1980,a11262,65536
1982,a7115,131072
1984,a56277,131072
1986,a95188,65536
1989,a90492,65536
1990,a44032,65536
1993,a7851,65536
1995,a66819,65536
1997,a15868,65536
2000,a86854,131072
2003,a171,131072
2005,a48506,262144
2008,a90213,262144
2011,a67586,65536
2012,a18602,65536
2015,a99783,131072
2017,a68357,65536
2018,a4411,262144
2019,a18671,131072
2022,a95295,65536
2024,a88379,65536
2027,a16757,131072
2028,a42962,65536
2029,a31359,131072
2034,a86332,262144
2035,a40659,65536
2036,a68253,65536
2039,a86,131072
2040,a19949,65536
2042,a13733,131072
2045,a7468,262144
2048,a88355,65536
2050,a95533,65536
2053,a66036,131072
2054,a2007,65536
2056,a12828,65536
2058,a64822,262144
2060,a69187,262144
2061,a98431,262144
2064,a78968,262144
2066,a65970,131072
2067,a70932,65536
2069,a54806,131072
2072,a16728,131072
2073,a92949,131072
2076,a23498,65536
2078,a76445,65536
2080,a70517,131072
2081,a17650,262144
2083,a37989,262144
2084,a93945,262144
2087,a62621,131072
2088,a64198,65536
2090,a34425,262144
2091,a9649,262144
2092,a87472,131072
2094,a21796,65536
2097,a28486,262144
2100,a51937,65536
2101,a32527,65536
2102,a6034,131072
2103,a85879,65536
2106,a61775,65536
2107,a97960,65536
2109,a30012,65536
2115,a79645,65536
2116,a66139,262144
2119,a84564,262144
2120,a73048,65536
2121,a88043,262144
2124,a96173,262144
2125,a5978,65536
2127,a22481,65536
2128,a3966,65536
2130,a20726,65536
2133,a93793,262144
2134,a88233,262144
2135,a25383,131072
2136,a96161,262144
2138,a15454,262144
2141,a11803,65536
2143,a23714,65536
2146,a37876,65536
2147,a36844,65536
2150,a28279,65536
2152,a38305,65536
2155,a30472,65536
2157,a49082,262144
2160,a85807,262144
2163,a12817,131072
2176,a58158,262144
2177,a56219,262144
2180,a70928,131072
2182,a9805,262144
2183,a60105,131072
2185,a30534,262144
2186,a56535,131072
2189,a85402,65536
2191,a56816,65536
2209,a72783,131072
2210,a94043,65536
2211,a95076,131072
2214,a34684,131072
2217,a74827,131072
2218,a55241,65536
2221,a29089,65536
2223,a81635,65536
2226,a45973,65536
2228,a56800,65536
2231,a28003,131072
2234,a81228,65536
2237,a88409,262144
2240,a81690,131072
2243,a73219,65536
2245,a20111,131072
2248,a60747,262144
2250,a16438,65536
2251,a36274,65536
2253,a14707,65536
2256,a44867,65536
2257,a80565,262144
2258,a3001,262144
2261,a40077,131072
2262,a64920,262144
2263,a22938,65536
2264,a19750,65536
2267,a41424,65536
2268,a73937,65536
2271,a51982,262144
2272,a28200,131072
2273,a84503,131072
2274,a39122,131072
2276,a9625,65536
2279,a89402,65536
2280,a74385,65536
2283,a38651,65536
2286,a10902,65536
2287,a75800,65536
2290,a39500,65536
2291,a7009,131072
2292,a12957,65536
2295,a97198,131072
2296,a58724,131072
2299,a51836,262144
2300,a11818,65536
2301,a11150,262144
2326,a88901,65536
2329,a82663,262144
2330,a86896,131072
2331,a14361,65536
2334,a43161,65536
2335,a15913,131072
2336,a70864,262144
2338,a10583,131072
2341,a23086,262144
2342,a91752,65536
2344,a39608,262144
2346,a2718,65536
2348,a270,131072
2349,a46887,131072
2350,a71254,65536
2351,a7167,65536
2353,a39175,262144
2356,a13622,65536
2357,a34685,65536
2371,a50477,65536
2373,a16224,131072
2374,a18841,131072
2376,a44731,262144
2379,a77466,65536
2380,a55484,262144
2382,a36969,262144
2383,a44878,65536
2385,a16060,65536
2386,a5738,65536
2388,a24753,262144
2389,a88527,65536
2390,a49552,131072
2391,a93933,262144
2393,a11051,131072
2394,a8489,65536
2397,a95013,65536
2398,a68847,65536
2400,a94500,65536
2401,a22523,65536
2402,a89362,131072
2403,a1385,131072
2406,a42956,131072
2407,a5217,65536
2409,a54989,65536
2412,a32533,262144
2414,a1693,262144
2416,a674,131072
2419,a86304,262144
2420,a6994,65536
2422,a95305,131072
2425,a72822,65536
2427,a56608,65536
2430,a64895,65536
2432,a23183,131072
2435,a44096,262144
2438,a1946,65536
2439,a16285,131072
2442,a31669,262144
2443,a49156,131072
2446,a6684,65536
2448,a81641,131072
2450,a10215,65536
2453,a56106,131072
2456,a60199,131072
2459,a25405,65536
2462,a7922,262144
2463,a12328,131072
2464,a21489,262144
2467,a49349,262144
2469,a85645,131072
2471,a97710,262144
2472,a51014,65536
2474,a26563,65536
2475,a97068,65536
2476,a41572,131072
2477,a86828,262144
2480,a78443,65536
2482,a10803,65536
2484,a33709,131072
2487,a53504,262144
2489,a149,131072
2492,a22523,65536
2495,a75417,262144
2496,a66506,131072
2497,a90702,262144
2499,a76497,262144
2502,a95919,131072
2505,a62050,65536
2507,a40846,65536
2510,a12753,262144
2512,a3924,262144
2513,a13633,262144
2516,a42386,65536
2517,a17105,65536
2520,a98759,262144
2523,a70343,65536
2526,a9058,65536
2527,a50956,131072
2530,a98961,65536
2531,a28831,131072
2534,a35233,65536
2536,a81328,131072
2537,a70744,65536
2538,a24967,65536
2539,a49993,131072
2541,a22370,131072
2542,a76749,262144
2544,a66408,131072
2547,a25297,65536
2548,a25269,65536
2550,a76696,262144
2552,a27857,65536
2554,a76713,262144
2555,a15267,262144
2557,a99134,65536
2558,a80069,262144
2560,a68398,65536
2562,a8040,65536
2564,a9955,65536
2565,a31462,65536
2566,a31647,262144
2568,a57485,65536
2570,a9587,65536
2573,a89597,65536
2576,a22266,131072
2578,a14504,65536
2579,a408,262144
2582,a25628,65536
2584,a57072,65536
2585,a9131,65536
2588,a49993,131072
2590,a3766,65536
2591,a3674,262144
2594,a2737,65536
2595,a17508,65536
2598,a94428,65536
2600,a11878,262144
2602,a10614,262144
2605,a76827,262144
2608,a91593,131072
2610,a15049,262144
2611,a80167,65536
2614,a98481,65536
2632,a55537,65536
2633,a28866,65536
2634,a70860,262144
2635,a26267,65536
2636,a92155,65536
2637,a90199,65536
2640,a60467,65536
2641,a63720,65536
2642,a50132,131072
2645,a38026,65536
2647,a40023,262144
2650,a62352,65536
2652,a40728,262144
2654,a20998,131072
2657,a76025,65536
2660,a43254,131072
2661,a34440,262144
2664,a56379,262144
2665,a63480,262144
2667,a86078,65536
2668,a93558,65536
2670,a60492,131072
2673,a68259,262144
2674,a99219,65536
2676,a1349,65536
2678,a12608,65536
2679,a35039,262144
2680,a81627,262144
2682,a58436,262144
2684,a38502,131072
2685,a19796,65536
2687,a97569,65536
2688,a91726,65536
2689,a97576,262144
2691,a14838,262144
2693,a94107,65536
2696,a43065,262144
2699,a64644,65536
2701,a28310,65536
2702,a32169,65536
2705,a11339,262144
2706,a47378,65536
2707,a54609,65536
2708,a57813,65536
2709,a59420,131072
2710,a59607,262144
2712,a46332,65536
2713,a63860,262144
2716,a69457,131072
2718,a47386,65536
2719,a31738,262144
2720,a59356,65536
2721,a32831,262144
2724,a15447,131072
2727,a83151,65536
2730,a60124,65536
2733,a69529,262144
2736,a91763,65536
2737,a38629,262144
2739,a23511,131072
2741,a47297,131072
2742,a69076,262144
2744,a76414,65536
2746,a11616,262144
2749,a76676,65536
2760,a16629,65536
2761,a88960,65536
2763,a17540,131072
2764,a34278,131072
2767,a41816,65536
2770,a41176,65536
2772,a44020,65536
2774,a45208,65536
2776,a65397,65536
2778,a87459,65536
2781,a32745,262144
2784,a60816,65536
2786,a90840,262144
2788,a97176,131072
2790,a67127,65536
2793,a92136,131072
2795,a6597,65536
2798,a67250,131072
2801,a19021,131072
2804,a66926,262144
2807,a97374,131072
2809,a68900,131072
2811,a51470,65536
2813,a16908,262144
2815,a85752,131072
2817,a46037,65536
2818,a15254,65536
2820,a56052,131072
2841,a83500,65536
2844,a37426,65536
2846,a98793,65536
2847,a37234,65536
2848,a8990,262144
2850,a96972,262144
2853,a20414,131072
2855,a397,65536
2858,a79017,131072
2861,a8063,65536
2864,a58926,131072
2866,a93224,65536
2867,a49600,262144
2868,a76129,65536
2870,a80470,65536
2872,a88700,262144
2874,a30025,262144
2877,a84376,262144
2878,a83256,65536
2880,a99480,262144
2883,a97817,65536
2886,a71440,65536
2888,a63173,262144
2889,a63623,131072
2891,a70823,262144
2892,a15621,65536
2895,a67342,65536
2896,a62616,65536
2897,a99405,131072
2898,a12245,131072
2899,a22848,65536
2902,a30161,262144
2904,a77182,131072
2906,a65511,262144
2907,a97,262144
2910,a90047,65536
2912,a58403,65536
2913,a88299,65536
2914,a31919,262144
2915,a64406,65536
2916,a84704,65536
2917,a93889,65536
2920,a41941,65536
2921,a67614,262144
2923,a10126,65536
2925,a58403,65536
2927,a78687,65536
2929,a14407,65536
2931,a63438,65536
2934,a64840,65536
2937,a77565,65536
2939,a28270,262144
2941,a13699,262144
2944,a82203,131072
2947,a90303,262144
2950,a70427,131072
2952,a77525,262144
2953,a86140,131072
2954,a16297,131072
2955,a59695,65536
2956,a21352,131072
2978,a17250,65536
2980,a87460,131072
2983,a18501,65536
2984,a84260,131072
2987,a10616,262144
2990,a37059,131072
2993,a60000,262144
2996,a7595,65536
2997,a24860,131072
2999,a57437,262144
3001,a78126,65536
3004,a35341,131072
3006,a82528,65536
3008,a48996,262144
3010,a35647,262144
3013,a29144,65536
3016,a85637,262144
3019,a62259,262144
3022,a27017,262144
3023,a67136,65536
3026,a11683,65536
3027,a78341,65536
3029,a22479,65536
3030,a11955,65536
3033,a45012,65536
3034,a62986,131072
3037,a53322,262144
3040,a699,65536
3041,a65311,65536
3043,a7929,131072
3046,a98654,262144
3047,a70182,65536
3049,a66599,131072
3051,a46830,65536
3053,a56508,65536
3055,a75214,131072
3057,a47551,262144
3060,a78812,262144
3061,a5964,65536
3062,a89398,131072
3063,a79591,131072
3064,a93240,65536
3066,a75793,131072
3067,a89814,131072
3070,a20950,262144
3073,a5964,131072
3074,a28064,65536
3075,a46503,65536
3077,a9956,65536
3083,a106,65536
3085,a42360,65536
3086,a30872,131072
3087,a14695,131072
3088,a70553,65536
3091,a88564,262144
3093,a7385,65536
3094,a17876,131072
3096,a29673,131072
3097,a37251,131072
3098,a91465,262144
3099,a47766,65536
3100,a55817,65536
3101,a96108,65536
3103,a49934,131072
3105,a43588,262144
3106,a41231,65536
3109,a98529,65536
3110,a87899,65536
3111,a35052,65536
3113,a41576,131072
3115,a87099,65536
3118,a89765,131072
3121,a30810,131072
3123,a49316,65536
3126,a54055,262144
3128,a52587,262144
3131,a79384,65536
3133,a80337,65536
3135,a69328,65536
3137,a90546,65536
3138,a55159,131072
3139,a52151,131072
3142,a59407,262144
3144,a43904,65536
3146,a69758,65536
3147,a69347,65536
3150,a54780,65536
3152,a74122,262144
3164,a81075,262144
3165,a14388,131072
3168,a16494,262144
3170,a470,65536
3171,a55022,262144
3174,a74149,262144
3176,a98014,262144
3179,a3087,65536
3180,a40242,131072
3181,a88175,65536
3182,a36925,65536
3185,a3621,65536
3188,a94798,65536
3190,a66697,262144
3191,a47629,65536
3192,a7759,262144
3194,a75882,262144
3195,a24678,131072
3198,a40526,131072
3200,a41532,262144
3201,a59146,131072
3202,a9679,65536
3204,a83949,262144
3227,a75712,131072
3228,a79497,131072
3229,a62146,262144
3230,a37849,65536
3232,a64279,131072
3234,a57562,131072
3236,a71968,65536
3239,a27543,65536
3242,a81598,65536
3245,a72811,131072
3246,a76970,65536
3248,a79073,262144
3250,a99750,65536
3251,a68203,65536
3253,a98188,65536
3255,a42274,262144
3256,a47963,65536
3258,a67265,65536
3260,a84114,65536
3263,a45964,65536
3265,a19689,65536
3268,a47129,65536
3271,a91628,262144
3273,a52030,65536
3275,a27992,65536
3278,a89649,65536
3280,a66452,65536
3281,a65515,262144
3284,a62053,65536
3286,a54151,65536
3287,a49333,65536
3289,a23257,131072
3292,a28373,65536
3293,a84709,131072
3294,a71036,65536
3297,a64380,262144
3299,a33649,65536
3302,a5889,131072
3303,a31115,262144
3305,a63675,131072
3308,a80721,65536
3309,a97399,131072
3310,a70522,131072
3313,a84586,262144
3314,a13472,65536
3315,a75991,131072
