t_ms,asset_id,size_bytes,sector
1641,a52867,65536,198
1644,a45429,262144,198
1645,a45327,262144,198
1646,a33700,65536,198
1649,a80618,65536,198
1651,a44277,131072,198
1653,a64658,131072,198
1655,a30100,262144,198
1658,a64414,65536,198
1660,a24114,131072,198
1662,a454,262144,198
1670,a78058,65536,166
1671,a14489,65536,166
1672,a27012,131072,166
1673,a84407,65536,166
1675,a13797,65536,166
1677,a48004,131072,166
1678,a43903,65536,166
1679,a33669,65536,166
1681,a34135,262144,166
1682,a25548,131072,166
1683,a81080,131072,166
1685,a14938,131072,166
1687,a11175,262144,166
1688,a26001,262144,166
1690,a49622,131072,166
1691,a99242,131072,166
1694,a57140,262144,166
1697,a84188,65536,166
1698,a40872,262144,166
1701,a28397,131072,166
1703,a32557,262144,166
1720,a74908,131072,64
1722,a89944,65536,64
1725,a50676,131072,64
1726,a21424,65536,64
1729,a57423,65536,64
1731,a17362,65536,64
1732,a36172,65536,64
1735,a87070,131072,64
1736,a36983,65536,64
1738,a79448,65536,64
1739,a45753,65536,64
1741,a58984,131072,64
1743,a89413,65536,64
1744,a59664,262144,64
1745,a65798,262144,64
1748,a1942,65536,64
1751,a59429,65536,64
1752,a64210,65536,64
1755,a14453,65536,64
1758,a45268,262144,64
1760,a34255,262144,64
1763,a44860,262144,64
1765,a53379,65536,64
1778,a51183,262144,121
1780,a96882,65536,121
1781,a83632,65536,121
1782,a77286,131072,121
1783,a45939,262144,121
1785,a91118,262144,121
1786,a50986,262144,121
1788,a33876,65536,121
1789,a18277,262144,121
1790,a59942,65536,121
1792,a93396,65536,121
1795,a40770,65536,121
1796,a14030,65536,121
1797,a33170,262144,121
1798,a79285,262144,121
1800,a94174,65536,121
1801,a30268,262144,121
1804,a53047,65536,121
1807,a1175,65536,121
1808,a55859,131072,121
1809,a97073,131072,121
1811,a72749,65536,121
1813,a89512,262144,121
1816,a91926,65536,121
1819,a13400,65536,121
1821,a9674,65536,121
1823,a87733,65536,121
1826,a79990,131072,121
1827,a77829,65536,121
1828,a2441,131072,121
1831,a51888,65536,121
1832,a26761,262144,121
1834,a70500,65536,121
1836,a29990,262144,121
1839,a39658,65536,121
1841,a86564,131072,121
1842,a86139,262144,121
1845,a40435,65536,121
1848,a70689,65536,121
1849,a47184,65536,121
1874,a9254,65536,62
1875,a72708,65536,62
1876,a40719,131072,62
1878,a50531,65536,62
1879,a14945,262144,62
1881,a91481,131072,62
1882,a50723,65536,62
1885,a91870,65536,62
1886,a85417,262144,62
1887,a65343,65536,62
1888,a18714,65536,62
1891,a66364,262144,62
1893,a34386,131072,62
1894,a31657,131072,62
1897,a26313,131072,62
1899,a6812,262144,62
1900,a43626,262144,62
1903,a57172,65536,62
1905,a3500,131072,62
1907,a2010,262144,62
1908,a79223,65536,62
1909,a46655,65536,62
1912,a82927,131072,62
1915,a75071,262144,62
1917,a13733,131072,62
1920,a92701,65536,62
1923,a89447,262144,62
1925,a92172,131072,62
1926,a33417,65536,62
1928,a77034,131072,62
1931,a49825,65536,62
1933,a81592,262144,62
1936,a77235,65536,62
1938,a40599,65536,62
1940,a36592,262144,62
1941,a86093,65536,62
1944,a85104,65536,62
1947,a33605,65536,62
1948,a96556,262144,62
1951,a62677,65536,62
1953,a80050,65536,62
1956,a35151,65536,62
1958,a46562,65536,62
1960,a86582,131072,62
1963,a73450,262144,62
1964,a55703,131072,62
1967,a13348,262144,62
1969,a43216,65536,62
1972,a59199,262144,62
1974,a60703,131072,62
1975,a40910,262144,62
1976,a6520,65536,62
1978,a8055,65536,62
1979,a75194,262144,62
1982,a78077,262144,62
1984,a14047,262144,62
1985,a24284,262144,62
1986,a37368,65536,62
1987,a56390,65536,62
1988,a7310,131072,62
1989,a16968,262144,62
1990,a55062,131072,62
1991,a30139,262144,62
1994,a68882,65536,62
1995,a43678,65536,62
1996,a96367,65536,62
1997,a18534,262144,62
1998,a83834,131072,62
2001,a51627,131072,62
2004,a40246,131072,62
2005,a17166,262144,62
2007,a79042,65536,62
2008,a29191,262144,62
2010,a60309,131072,62
2012,a25723,262144,62
2013,a95774,65536,62
2015,a16029,131072,62
2016,a97185,65536,62
2018,a99658,262144,62
2019,a7285,131072,62
2020,a23819,65536,62
2022,a72524,262144,62
2025,a75172,131072,62
2028,a91521,131072,62
2031,a69083,65536,62
2033,a25921,131072,62
2036,a83483,131072,62
2037,a3976,262144,62
2040,a38190,65536,62
2041,a21401,262144,62
2044,a92761,262144,62
2047,a63212,65536,62
2050,a11247,131072,62
2052,a56746,262144,62
2055,a94621,65536,62
2058,a46116,65536,62
2061,a38881,262144,62
2063,a99262,131072,62
2066,a15143,65536,62
2067,a42609,131072,62
2070,a35878,65536,62
2073,a93392,262144,62
2074,a30962,262144,62
2077,a34140,65536,62
2080,a9341,131072,62
2081,a43707,262144,62
2082,a51731,65536,62
2083,a46467,65536,62
2084,a34388,131072,62
2087,a85680,65536,62
2090,a27797,65536,62
2091,a76685,65536,62
2094,a20028,131072,62
2095,a29409,65536,62
2097,a59246,65536,62
2099,a29370,131072,62
2101,a88678,262144,62
2104,a540,131072,62
2105,a55674,262144,62
2107,a74931,65536,62
2109,a62114,131072,62
2110,a57625,131072,62
2111,a64078,65536,62
2113,a8294,65536,62
2114,a22894,262144,62
2117,a53914,131072,62
2127,a24551,262144,129
2129,a35049,65536,129
2130,a7981,131072,129
2131,a78778,65536,129
2133,a15484,65536,129
2136,a14748,65536,129
2137,a85878,131072,129
2139,a74771,65536,129
2140,a39471,65536,129
2141,a89276,262144,129
2143,a32702,262144,129
2145,a56082,262144,129
2148,a68992,65536,129
2150,a2404,262144,129
2151,a69178,65536,129
2152,a54965,65536,129
2153,a25506,131072,129
2156,a32270,65536,129
2159,a99174,262144,129
2160,a799,65536,129
2161,a22538,65536,129
2164,a24612,131072,129
2166,a26139,65536,129
2169,a74466,65536,129
2171,a27129,262144,129
2173,a99783,262144,129
2174,a46300,65536,129
2176,a27129,131072,129
2179,a3452,65536,129
2182,a35303,131072,129
2185,a41859,262144,129
2187,a60626,65536,129
2189,a51265,262144,129
2192,a36018,65536,129
2194,a99862,65536,129
2195,a60814,65536,129
2198,a14439,65536,129
2199,a97754,65536,129
2200,a56863,65536,129
2202,a43155,131072,129
2205,a27181,65536,129
2207,a89276,262144,129
2209,a9211,262144,129
2211,a6865,65536,129
2219,a30813,131072,156
2221,a53054,65536,156
2222,a88749,65536,156
2225,a86436,65536,156
2226,a83959,262144,156
2227,a85914,65536,156
2229,a10265,131072,156
2230,a53708,65536,156
2233,a37144,262144,156
2235,a3752,65536,156
2238,a98007,65536,156
2240,a76120,65536,156
2242,a21154,131072,156
2245,a79252,65536,156
2246,a2031,65536,156
2248,a34133,65536,156
2268,a49282,131072,146
2271,a81201,65536,146
2272,a27980,65536,146
2274,a12667,131072,146
2276,a35819,262144,146
2278,a55935,131072,146
2280,a73334,65536,146
2281,a92010,65536,146
2283,a58748,65536,146
2284,a37389,262144,146
2285,a70470,131072,146
2287,a9967,65536,146
2289,a91967,65536,146
2290,a48438,65536,146
2293,a3243,131072,146
2294,a56349,262144,146
2296,a96354,65536,146
2299,a1395,65536,146
2301,a92081,262144,146
2302,a16798,131072,146
2304,a21455,262144,146
2305,a80728,65536,146
2306,a49928,131072,146
2307,a50881,131072,146
2309,a97542,131072,146
2310,a75712,131072,146
2313,a67305,131072,146
2315,a38722,65536,146
2316,a29321,131072,146
2319,a3081,65536,146
2322,a97148,262144,146
2324,a9919,65536,146
2325,a8559,65536,146
2328,a82366,262144,146
2330,a69491,262144,146
2333,a53866,65536,146
2335,a80838,65536,146
2338,a42892,65536,146
2340,a73524,131072,146
2343,a69296,65536,146
2346,a20832,65536,146
2349,a13215,131072,146
2352,a76068,65536,146
2354,a54612,65536,146
2355,a40390,262144,146
2357,a74719,65536,146
2358,a4210,131072,146
2359,a17490,65536,146
2361,a97099,262144,146
2362,a45327,262144,146
2363,a41882,131072,146
2366,a98814,65536,146
2368,a14673,65536,146
2369,a205,131072,146
2371,a41548,262144,146
2374,a73619,131072,146
2377,a9486,65536,146
2378,a13851,131072,146
2380,a8331,131072,146
2382,a45691,65536,146
2383,a31916,65536,146
2386,a34056,262144,146
2388,a83523,65536,146
2390,a22233,262144,146
2392,a13354,262144,146
2393,a1259,262144,146
2395,a55299,65536,146
2398,a55550,131072,146
2399,a26843,65536,146
2401,a35325,65536,146
2402,a21393,262144,146
2403,a18653,262144,146
2406,a47433,131072,146
2407,a87707,65536,146
2409,a90547,65536,146
2411,a53632,65536,146
2413,a54851,262144,146
2415,a31374,65536,146
2416,a74014,65536,146
2418,a92203,65536,146
2421,a45894,65536,146
2422,a61229,131072,146
2423,a79106,131072,146
2424,a73912,262144,146
2426,a14545,131072,146
2428,a10821,262144,146
2453,a24039,131072,157
2455,a99640,65536,157
2457,a73062,65536,157
2459,a58444,131072,157
2462,a87335,65536,157
2463,a73657,65536,157
2466,a33022,131072,157
2467,a71029,131072,157
2468,a8338,65536,157
2469,a85993,65536,157
2472,a88820,65536,157
2473,a73642,65536,157
2474,a91638,65536,157
2477,a42407,65536,157
2478,a38698,262144,157
2480,a62753,65536,157
2482,a96427,131072,157
2485,a24204,131072,157
2486,a85439,131072,157
2507,a13267,65536,30
2510,a99428,262144,30
2512,a8674,262144,30
2515,a78796,65536,30
2518,a90874,65536,30
2520,a43434,65536,30
2522,a77781,131072,30
2524,a28432,131072,30
2549,a37235,65536,45
2550,a10061,65536,45
2553,a77229,131072,45
2555,a3197,131072,45
2557,a75746,131072,45
2560,a48853,262144,45
2563,a12946,65536,45
2564,a49184,131072,45
2567,a68532,131072,45
2569,a25835,65536,45
2570,a45197,65536,45
2573,a15632,131072,45
2574,a5013,65536,45
2576,a39608,262144,45
2577,a11371,131072,45
2579,a86973,131072,45
2582,a29472,131072,45
2584,a86098,262144,45
2585,a88697,131072,45
2587,a99661,262144,45
2588,a121,262144,45
2591,a78393,65536,45
2594,a735,262144,45
2597,a14973,65536,45
2615,a7589,262144,85
2618,a50111,65536,85
2619,a5252,65536,85
2621,a26333,65536,85
2623,a38646,65536,85
2625,a33619,262144,85
2628,a21808,65536,85
2629,a18192,262144,85
2630,a41277,65536,85
2632,a77635,65536,85
2634,a6029,262144,85
2637,a4431,65536,85
2638,a36820,65536,85
2639,a20975,65536,85
2642,a27831,65536,85
2643,a81954,65536,85
2644,a35607,65536,85
2645,a22228,65536,85
2646,a91036,65536,85
2648,a75373,65536,85
2649,a10047,262144,85
2650,a72599,65536,85
2651,a44887,131072,85
2652,a85715,262144,85
2653,a96865,65536,85
2655,a50964,65536,85
2656,a23391,262144,85
2657,a83245,131072,85
2660,a41281,65536,85
2662,a58320,131072,85
2665,a29589,65536,85
2667,a2123,131072,85
2670,a9985,262144,85
2673,a66646,65536,85
2674,a82320,131072,85
2675,a34159,65536,85
