t_ms,asset_id,size_bytes
570,a9297,65536
573,a67416,131072
575,a3415,262144
578,a73646,65536
579,a71855,262144
582,a78534,131072
584,a86736,65536
585,a46804,65536
586,a67416,131072
588,a3044,131072
591,a89007,131072
592,a37764,65536
595,a67416,65536
596,a3044,65536
599,a46804,131072
601,a45904,131072
604,a37764,262144
605,a52873,131072
607,a67416,262144
609,a90481,131072
611,a90481,131072
614,a87324,65536
615,a46804,131072
618,a49549,65536
621,a3044,262144
624,a67416,65536
625,a54398,131072
627,a30901,262144
629,a86736,131072
630,a94373,65536
632,a3044,65536
633,a52873,65536
634,a94373,262144
637,a40919,65536
640,a67416,65536
641,a22718,65536
644,a40919,131072
646,a11362,262144
647,a36248,131072
648,a46804,65536
649,a94373,131072
652,a86736,65536
654,a90481,65536
655,a46804,65536
657,a37764,131072
659,a24330,65536
661,a67416,131072
663,a89007,262144
664,a37764,65536
665,a11362,65536
667,a90481,65536
669,a67416,65536
670,a52873,131072
673,a67416,65536
675,a65563,262144
677,a52873,65536
680,a91059,131072
681,a47640,131072
683,a91059,65536
686,a11362,65536
688,a89007,65536
690,a54398,65536
693,a76194,65536
695,a46804,65536
696,a22718,262144
697,a22718,262144
699,a3044,65536
700,a78534,65536
702,a93962,262144
703,a67416,131072
704,a90481,65536
707,a3044,131072
710,a27700,262144
712,a89007,131072
713,a75538,131072
716,a11102,65536
718,a76194,262144
721,a89007,65536
723,a52873,131072
725,a67416,65536
728,a75548,65536
730,a52873,262144
733,a81356,65536
734,a9297,65536
736,a54398,262144
738,a22718,65536
740,a94373,65536
742,a94373,131072
743,a76194,65536
744,a46804,65536
746,a46804,131072
749,a90481,65536
750,a90481,131072
751,a40919,262144
753,a67985,131072
756,a11362,262144
758,a52873,262144
761,a76194,262144
762,a40919,65536
765,a47640,65536
766,a47640,131072
767,a93593,131072
768,a52873,131072
770,a54398,65536
773,a90481,65536
774,a40919,65536
775,a67416,262144
776,a89007,262144
779,a22718,65536
782,a24330,65536
785,a9297,65536
786,a47640,262144
787,a47640,131072
788,a90481,262144
790,a9297,65536
791,a91059,65536
793,a67416,65536
794,a9297,65536
795,a3044,131072
797,a47640,65536
798,a52873,131072
801,a92272,131072
802,a78534,65536
803,a3044,65536
805,a54398,65536
810,a38315,65536
813,a26644,131072
815,a33713,262144
816,a5915,65536
819,a67050,131072
820,a40696,262144
821,a46641,65536
822,a382,65536
825,a53937,65536
826,a38315,262144
829,a89934,65536
831,a37861,65536
832,a43306,65536
833,a47202,65536
835,a65795,65536
836,a18568,65536
837,a67050,65536
838,a1117,262144
839,a41807,131072
842,a1117,262144
843,a85310,131072
846,a21929,65536
849,a69313,262144
852,a46641,262144
854,a21929,65536
855,a4521,262144
858,a75464,262144
861,a53937,65536
864,a382,65536
866,a62060,262144
867,a89934,65536
869,a44601,65536
870,a65795,131072
873,a41807,131072
875,a21929,65536
878,a27708,262144
880,a41575,65536
882,a29304,65536
885,a41807,262144
886,a33713,65536
888,a382,65536
890,a382,262144
891,a73871,65536
894,a75544,262144
896,a92818,65536
898,a24581,65536
901,a67050,131072
903,a75216,65536
905,a89934,131072
906,a86434,65536
909,a382,131072
911,a32774,65536
912,a54064,65536
913,a94032,65536
916,a65795,65536
919,a41807,262144
922,a62060,65536
924,a75464,65536
926,a382,131072
929,a69313,65536
931,a75464,65536
934,a86434,65536
935,a61366,65536
938,a86434,65536
941,a18568,131072
942,a40696,262144
945,a99064,65536
947,a21929,262144
948,a46641,131072
951,a67050,262144
952,a40696,65536
955,a75464,131072
957,a21929,65536
959,a46641,262144
960,a41807,131072
961,a69313,65536
964,a94125,262144
965,a67050,65536
966,a54325,65536
969,a86434,65536
970,a65795,65536
973,a58425,65536
974,a35035,65536
977,a71511,262144
980,a67050,65536
983,a69313,262144
984,a6447,131072
987,a62060,131072
989,a1117,131072
991,a38315,65536
993,a75464,262144
995,a69313,65536
996,a86434,65536
997,a27708,65536
1015,a6212,65536
1016,a49709,65536
1018,a70136,65536
1021,a75508,65536
1024,a791,65536
1027,a22212,262144
1028,a24335,65536
1030,a18872,65536
1031,a52936,65536
1034,a8411,262144
1037,a64603,65536
1059,a92056,131072
1062,a94343,65536
1065,a75301,131072
1067,a94343,65536
1069,a37229,131072
1072,a37229,131072
1074,a60229,262144
1075,a8041,131072
1078,a19697,131072
1079,a29996,131072
1081,a58067,65536
1083,a66205,65536
1086,a94343,262144
1087,a94343,65536
1090,a8793,131072
1091,a39469,262144
1093,a39469,262144
1096,a44594,65536
1099,a29044,65536
1100,a8652,262144
1103,a51168,65536
1106,a8041,262144
1107,a37229,131072
1110,a8652,131072
1112,a60229,65536
1115,a8793,65536
1117,a44594,131072
1119,a96398,262144
1121,a80244,131072
1124,a97679,65536
1125,a73895,131072
1127,a88207,131072
1129,a38155,262144
1132,a8939,262144
1135,a8652,65536
1137,a8793,65536
1138,a80244,65536
1139,a88207,65536
1140,a45913,131072
1141,a38155,65536
1143,a37197,65536
1146,a44594,65536
1149,a80244,65536
1151,a29996,65536
1153,a8793,65536
1155,a73895,262144
1157,a77509,65536
1158,a80244,131072
1161,a58067,131072
1164,a96593,262144
1165,a45695,65536
1166,a58067,262144
1168,a8041,262144
1171,a68462,131072
1173,a39469,65536
1176,a58067,65536
1179,a60229,262144
1181,a96398,262144
1184,a45913,65536
1187,a39469,65536
1190,a29996,131072
1192,a58067,65536
1193,a56395,262144
1194,a39469,65536
1196,a96593,131072
1199,a45913,65536
1200,a96398,65536
1203,a39469,65536
1204,a76495,65536
1206,a8652,262144
1208,a44594,65536
1211,a96593,131072
1213,a8212,65536
1214,a96398,131072
1215,a8793,65536
1218,a8652,65536
1219,a32809,65536
1221,a39469,65536
1223,a55800,262144
1225,a96593,65536
1227,a5591,262144
1228,a66205,65536
1231,a66205,65536
1232,a38155,262144
1235,a96593,65536
1238,a8793,262144
1241,a7740,131072
1244,a66945,262144
1245,a96593,262144
1269,a6912,65536
1270,a8838,65536
1271,a67416,131072
1272,a52873,131072
1275,a94373,65536
1278,a52873,65536
1279,a86736,262144
1280,a78534,65536
1283,a91059,131072
1284,a37764,65536
1285,a3044,131072
1288,a90481,65536
1290,a9297,131072
1292,a96637,65536
1294,a78534,65536
1297,a52873,65536
1299,a27700,131072
1301,a54398,65536
1303,a47640,65536
1304,a22718,65536
1305,a24330,262144
1308,a78534,65536
1330,a33953,65536
1331,a56805,131072
1333,a99530,131072
1334,a27162,131072
1337,a19326,131072
1340,a33953,131072
1342,a30627,65536
1343,a64080,262144
1346,a60570,65536
1348,a23070,65536
1349,a92270,65536
1351,a90974,262144
1352,a56519,262144
1355,a58995,131072
1358,a50405,65536
1360,a92270,65536
1362,a46226,65536
1364,a19326,262144
1367,a578,65536
1370,a60570,65536
1371,a34245,262144
1373,a58995,131072
1375,a75845,131072
1388,a68418,65536
1390,a54315,262144
1391,a11066,65536
1394,a31358,131072
1395,a61683,65536
1398,a31358,262144
1401,a83778,131072
1403,a68147,262144
1405,a27115,262144
1406,a83778,262144
1408,a51241,131072
1410,a25192,65536
1411,a67727,262144
1412,a74813,131072
1415,a51203,65536
1416,a47910,65536
1418,a15105,262144
1419,a56208,131072
1422,a34142,131072
1425,a27115,131072
1426,a24491,65536
1429,a15105,131072
1431,a11066,65536
1432,a90103,262144
1433,a56208,262144
1435,a54018,262144
1438,a72966,262144
1441,a15105,131072
1442,a83778,131072
1444,a87738,65536
1446,a29162,65536
1449,a54069,65536
1451,a83778,131072
1453,a22746,131072
1454,a93102,65536
1456,a34527,65536
1459,a6539,65536
1460,a15105,262144
1462,a15105,65536
1465,a83778,131072
1473,a49936,65536
1476,a70793,131072
1477,a8386,65536
1480,a67067,65536
1482,a65246,131072
1483,a99369,131072
1485,a93908,65536
1488,a57424,131072
1491,a12051,65536
1493,a9103,65536
1494,a99369,131072
1497,a44455,65536
1499,a50014,262144
1502,a97195,65536
1503,a9103,65536
1509,a41151,65536
1510,a75911,65536
1512,a92064,131072
1513,a26646,65536
1514,a95903,262144
1515,a14510,262144
1518,a47596,131072
1520,a49312,131072
1522,a62012,65536
1525,a60200,65536
1526,a13685,65536
1528,a73024,131072
1531,a60200,262144
1534,a62421,65536
1537,a95903,262144
1538,a92064,65536
1541,a56207,65536
1544,a32733,262144
1545,a20765,65536
1547,a20765,131072
1550,a62012,65536
1551,a6086,131072
1553,a6086,131072
1555,a18115,65536
1558,a62421,262144
1560,a32386,65536
1561,a49312,65536
1562,a47596,262144
1565,a60200,65536
1566,a83488,131072
1569,a73024,65536
1571,a60200,65536
1573,a6086,262144
1576,a9653,65536
1578,a62012,65536
1581,a44705,65536
1582,a47596,131072
1584,a53918,262144
1586,a69306,262144
1587,a60200,262144
1590,a44738,65536
1593,a44946,131072
1594,a73024,262144
1596,a82719,65536
1597,a82719,262144
1599,a62421,131072
1602,a20765,262144
1605,a92064,65536
1607,a83488,131072
1609,a62421,65536
1610,a98046,65536
1612,a60200,65536
1613,a62012,65536
1614,a693,131072
1615,a29896,262144
1617,a71183,262144
1620,a14510,131072
1623,a15105,262144
1626,a31388,65536
1627,a18115,65536
1637,a57568,65536
1638,a33175,65536
1640,a9034,131072
1643,a42250,65536
1644,a61620,65536
1647,a75109,262144
1649,a70182,65536
1651,a81777,65536
1652,a18340,131072
1653,a50108,262144
1655,a49238,131072
1656,a96711,131072
1657,a30576,65536
1659,a96711,131072
1660,a74248,65536
1662,a49238,65536
1663,a81777,131072
1666,a81777,65536
1668,a96997,131072
1669,a79074,131072
1672,a74248,131072
1686,a285,131072
1687,a43707,131072
1689,a285,262144
1690,a63163,65536
1692,a18836,65536
1694,a31374,65536
1697,a59572,262144
1699,a94464,262144
1700,a2851,65536
1702,a94464,65536
1704,a43707,65536
1705,a2851,65536
1708,a35920,65536
1710,a66920,262144
1711,a8780,65536
1712,a2851,262144
1715,a13023,65536
1718,a18001,65536
1720,a31374,131072
1723,a35920,262144
1724,a285,131072
1727,a18001,262144
1730,a19030,65536
1731,a18998,262144
1734,a94464,65536
1737,a41754,65536
1740,a66920,131072
1741,a36003,131072
1744,a42573,262144
1745,a94464,131072
1748,a41754,65536
1750,a43707,262144
1751,a56379,65536
1754,a31463,131072
1756,a94464,262144
1758,a59225,65536
1760,a2851,65536
1763,a39896,262144
1764,a285,262144
1765,a36003,65536
1767,a285,65536
1769,a31374,65536
1770,a2941,65536
1772,a285,262144
1773,a41754,131072
1774,a36003,131072
1775,a18998,65536
1777,a66915,131072
1780,a67477,131072
1783,a41754,262144
1793,a16541,262144
1796,a4031,65536
1797,a93358,65536
1799,a11815,262144
1800,a23188,131072
1803,a23541,65536
1804,a52808,262144
1805,a89020,131072
1806,a77237,262144
1808,a1143,131072
1810,a74256,65536
1812,a95165,262144
1813,a58547,131072
1815,a7903,131072
1816,a13253,65536
1817,a52808,65536
1818,a74256,131072
1820,a58547,65536
1821,a11815,65536
1823,a36196,65536
1825,a90434,262144
1827,a58547,262144
1828,a48085,262144
1831,a34127,65536
1832,a7903,65536
1834,a23541,262144
1837,a66911,65536
1838,a67158,65536
1840,a11815,65536
1841,a66911,65536
1842,a7903,65536
1845,a23188,65536
1847,a74256,131072
1849,a11815,65536
1850,a77237,65536
1853,a74256,131072
1854,a66992,262144
1856,a23188,262144
1859,a37945,65536
1860,a7903,65536
1861,a76854,131072
1863,a23541,262144
1864,a37945,65536
1865,a23541,131072
1867,a1383,262144
1870,a77237,65536
1873,a48180,131072
1874,a77237,65536
1875,a43906,65536
1878,a37215,65536
1881,a10064,65536
1884,a80168,65536
1887,a23188,262144
1889,a48085,65536
1891,a48085,65536
1893,a52808,131072
1896,a23188,131072
1899,a11491,65536
1902,a7903,262144
1904,a74256,131072
1905,a4739,65536
1907,a52751,131072
1908,a23541,65536
1911,a54483,131072
1914,a36196,65536
1917,a61119,65536
1920,a5785,262144
1923,a7903,131072
1924,a37945,131072
1926,a7903,65536
1929,a52808,65536
1932,a23188,131072
1934,a63911,262144
1936,a48085,262144
1938,a74256,65536
1941,a23188,262144
1942,a74256,131072
1945,a93358,131072
1947,a36196,65536
1948,a37215,65536
1950,a7903,262144
1953,a23541,65536
1956,a36196,65536
1958,a58547,262144
1960,a46195,262144
1963,a23541,131072
1965,a73133,65536
1967,a37215,131072
1969,a11815,131072
1971,a37945,65536
1974,a95217,65536
1977,a30073,65536
1978,a74256,262144
1981,a71464,65536
1984,a77237,262144
1986,a48085,262144
1987,a1383,65536
1989,a23409,262144
1991,a1383,131072
1994,a93763,131072
1995,a66911,65536
1997,a48085,262144
2000,a37215,65536
2001,a37945,131072
2002,a52808,65536
2005,a95165,65536
2006,a74256,65536
2009,a23188,262144
2011,a37215,65536
2014,a23541,65536
2015,a37215,65536
2018,a37945,65536
2025,a58662,262144
2028,a39892,262144
2031,a17536,65536
2032,a64350,65536
2033,a36298,262144
2034,a38811,65536
2055,a16972,65536
2057,a42957,65536
2059,a21009,262144
2060,a80221,65536
2061,a69029,65536
2062,a96635,131072
2064,a80221,262144
2067,a27926,131072
2068,a42957,131072
2071,a65214,262144
2073,a75376,65536
2074,a1153,131072
2075,a56467,262144
2078,a78386,131072
2081,a13790,65536
2082,a78386,65536
2083,a80221,65536
2085,a22772,262144
2087,a78386,65536
2090,a13790,131072
2091,a94850,131072
2094,a74238,131072
2097,a67616,65536
2099,a94850,65536
2102,a17743,65536
2105,a78386,262144
2107,a11280,65536
2108,a68764,65536
2109,a78386,65536
2112,a74238,131072
2115,a16972,262144
2117,a69029,262144
2120,a40110,262144
2127,a96945,131072
2128,a84652,65536
2129,a94815,262144
2132,a68206,65536
2135,a81765,65536
2137,a76094,65536
2140,a81245,65536
2141,a91162,262144
2144,a91162,65536
2147,a81765,131072
2149,a14573,131072
2150,a94815,131072
2153,a53059,65536
2155,a91162,65536
2157,a54519,131072
2159,a2923,65536
2162,a26048,65536
2163,a1369,65536
2165,a73288,262144
2168,a95395,65536
2170,a49675,65536
2173,a24997,131072
2175,a76094,65536
2176,a19420,131072
2178,a73288,65536
2179,a56857,65536
2180,a2923,65536
2183,a2923,65536
2184,a73288,131072
2185,a72288,131072
2188,a95395,65536
2190,a26048,131072
2193,a32260,65536
2195,a54519,131072
2198,a2923,65536
2200,a22353,65536
2203,a32260,262144
2204,a73288,131072
2206,a32260,65536
2207,a9124,65536
2209,a68206,65536
2212,a4796,262144
2229,a72261,262144
2231,a42360,65536
2239,a8394,131072
2242,a37931,65536
2243,a68720,262144
2245,a20227,131072
2247,a2554,131072
2249,a29442,65536
2250,a93713,131072
2253,a38506,65536
2254,a30245,131072
2257,a74753,262144
2260,a31251,131072
2262,a15151,65536
2265,a76307,131072
2266,a83406,65536
2267,a51697,65536
2270,a31251,131072
2272,a2554,65536
2273,a46818,262144
2276,a2554,65536
2279,a20227,65536
2281,a48444,262144
2284,a38506,65536
2286,a38506,262144
2289,a7701,65536
2308,a65478,262144
2309,a78139,131072
2311,a88211,65536
2314,a11204,65536
2317,a88211,262144
2319,a11204,65536
2322,a79155,262144
2323,a79155,131072
2326,a60395,65536
2327,a96007,262144
2329,a60630,65536
2332,a75597,65536
2334,a29668,262144
2336,a25395,131072
2337,a1051,65536
2340,a51614,65536
2342,a1051,65536
2343,a7725,65536
2345,a56016,65536
2347,a29699,65536
2348,a60395,65536
2349,a60395,131072
2350,a46527,65536
2352,a34859,65536
2353,a98843,65536
2356,a96007,262144
2358,a2320,131072
2361,a81622,131072
2362,a82902,131072
2364,a29699,131072
2370,a80123,65536
2373,a47318,65536
2375,a36049,65536
2378,a22244,262144
2380,a71161,65536
2382,a5919,262144
2383,a14837,131072
2385,a32114,131072
2388,a14837,131072
2389,a7043,65536
2390,a47073,262144
2392,a76011,131072
2394,a47318,65536
2395,a76011,131072
2396,a46643,262144
2397,a5919,131072
2399,a76011,65536
2402,a74903,65536
2405,a55079,65536
2408,a58437,65536
2411,a97402,65536
2412,a46643,262144
2414,a32114,65536
2415,a83106,131072
2418,a77930,65536
2419,a47073,65536
2420,a76011,131072
2422,a31724,262144
2425,a71161,65536
2426,a76011,65536
2428,a81588,131072
2429,a28847,262144
2431,a12982,262144
2434,a80123,131072
2436,a83106,262144
2439,a28847,262144
2442,a1889,65536
2445,a75814,131072
2446,a97830,262144
2448,a71161,65536
2450,a38132,65536
2452,a47318,65536
2454,a28847,65536
2457,a63532,65536
2459,a20987,65536
2460,a5919,65536
2481,a63458,65536
2483,a27935,131072
2485,a95354,65536
2488,a89049,131072
2490,a27471,262144
2493,a63458,131072
2494,a91213,65536
2497,a95354,262144
2498,a76797,65536
2501,a63408,65536
2503,a79444,65536
2505,a26056,262144
2507,a7963,262144
2509,a27935,65536
2510,a89049,65536
2512,a60899,65536
2515,a11061,65536
2518,a8796,262144
2519,a59349,262144
2521,a95354,65536
2522,a56319,131072
2523,a27935,131072
2524,a91213,65536
2527,a67437,65536
2529,a89049,65536
2530,a11061,65536
2532,a82651,131072
2534,a67437,131072
2536,a21533,262144
2537,a90932,131072
2539,a67437,65536
2542,a67437,131072
2544,a27935,65536
2547,a63388,131072
2548,a91213,131072
2550,a30646,65536
2553,a31671,131072
2556,a93220,262144
2559,a30646,65536
2561,a37240,262144
2562,a80727,65536
2563,a14836,65536
2566,a91213,131072
2568,a67437,131072
2570,a60312,262144
2571,a11061,131072
2574,a30646,131072
2576,a76797,65536
2579,a60899,131072
2581,a8796,262144
2584,a38299,65536
2585,a89049,65536
2586,a89049,262144
2588,a98613,65536
2591,a26056,131072
2594,a63458,65536
2597,a8796,65536
2600,a22130,262144
2601,a11061,65536
2603,a60899,65536
2605,a91213,131072
2608,a95405,131072
2609,a82651,131072
2610,a7711,65536
2611,a80727,131072
2612,a82651,131072
2613,a98613,65536
2614,a95354,65536
2615,a89049,131072
2618,a88782,131072
2619,a27471,65536
2621,a42171,131072
2624,a89049,65536
2627,a42171,65536
2629,a89049,131072
2630,a26832,262144
2633,a98613,65536
2636,a67842,131072
2637,a63458,65536
2639,a30646,65536
2642,a26056,131072
2645,a60899,65536
2646,a11061,65536
2648,a99510,131072
2650,a63458,262144
2651,a11179,65536
2654,a82651,65536
2656,a11061,65536
2659,a30677,65536
2661,a89049,65536
2663,a76797,65536
2666,a11061,262144
2667,a98613,262144
2668,a80727,65536
2669,a11061,65536
2670,a89049,262144
2673,a79444,65536
2675,a82651,262144
2676,a8796,65536
2679,a7271,65536
2681,a4231,65536
2682,a89049,65536
2684,a93220,262144
2687,a93220,131072
2688,a23694,131072
2696,a34902,262144
2697,a41869,131072
2698,a60694,262144
2699,a74179,262144
2701,a27742,65536
2704,a23847,131072
2707,a7947,65536
2709,a46651,262144
2710,a51602,65536
2713,a61034,65536
2716,a7947,65536
2719,a55430,131072
2722,a61710,131072
2723,a27149,65536
2724,a2654,131072
2726,a61034,262144
2727,a61710,65536
2729,a86971,65536
2731,a7947,262144
2732,a66458,131072
2735,a61034,65536
2736,a27956,65536
2737,a36307,65536
2740,a76331,131072
2741,a74179,262144
2743,a96703,65536
2746,a61500,262144
2748,a60694,65536
2749,a43776,262144
2751,a82871,131072
2754,a99036,65536
2755,a27149,262144
2757,a17628,65536
2758,a41869,262144
2760,a27149,131072
2763,a2654,262144
2764,a63638,262144
2765,a4191,262144
2766,a85899,262144
2767,a5309,262144
2768,a34902,65536
2769,a61034,65536
2770,a61034,65536
2771,a60694,65536
2773,a34902,262144
2776,a74179,131072
2778,a74148,65536
2780,a2654,65536
2781,a2654,262144
2784,a65195,262144
2786,a36307,262144
2789,a36307,131072
2790,a66458,65536
2791,a82806,131072
2793,a17628,65536
2795,a36307,131072
2797,a55430,262144
2798,a27149,65536
2799,a73150,65536
2800,a2654,131072
2801,a61710,262144
2802,a38469,65536
2805,a7947,262144
2807,a55430,65536
2809,a61034,65536
2811,a46651,131072
2812,a61710,262144
2813,a17628,262144
2814,a66458,65536
2815,a17628,262144
2818,a66458,65536
2820,a61710,131072
2823,a41869,65536
2825,a38469,131072
2827,a34902,65536
2830,a55430,65536
2833,a5309,65536
2836,a2927,262144
2839,a2654,262144
2841,a17628,131072
2842,a2654,262144
2843,a38469,65536
2845,a17861,131072
2847,a5309,262144
2849,a17628,65536
2851,a74148,131072
2852,a17628,65536
2853,a74148,65536
2854,a61710,262144
2856,a27956,65536
2857,a55430,65536
2859,a61034,131072
2861,a17628,65536
2864,a2654,65536
2865,a5309,262144
2867,a66458,65536
2868,a51602,131072
2870,a51602,65536
2872,a60694,262144
2875,a38469,131072
2877,a36307,131072
2879,a66458,65536
2880,a61034,262144
2883,a27956,65536
2886,a17628,65536
2889,a55430,262144
2890,a55430,65536
2891,a41869,131072
2894,a27149,131072
2897,a55430,65536
2900,a3445,262144
2902,a61034,65536
2905,a61710,65536
2907,a46651,65536
2914,a14976,131072
2915,a39644,65536
2916,a45335,262144
2918,a315,65536
2920,a22352,65536
2921,a315,131072
2922,a74570,65536
2924,a39644,65536
2926,a89107,262144
2928,a92546,65536
2931,a5168,131072
2933,a72361,65536
2936,a73111,65536
2938,a63645,262144
2940,a22352,65536
2943,a95510,65536
2945,a79277,65536
2947,a315,65536
2949,a99960,262144
2950,a91896,262144
2953,a47572,131072
2955,a21039,131072
2957,a63645,65536
2959,a20539,65536
2961,a13645,65536
2963,a37798,131072
2965,a20539,65536
2983,a7082,65536
2986,a27258,65536
2988,a25117,65536
2991,a33625,262144
2992,a92294,262144
2993,a31267,65536
2995,a62805,262144
2996,a95934,65536
2997,a25117,262144
2999,a57806,65536
3002,a44668,65536
3005,a76514,131072
3008,a46246,65536
3009,a33625,65536
3011,a54647,262144
3012,a18194,65536
3014,a46246,131072
3015,a56415,65536
3023,a29162,65536
3024,a93102,65536
3027,a11066,262144
3030,a56208,65536
3045,a53421,262144
3046,a55783,65536
3048,a67558,262144
3051,a38846,65536
3052,a67558,131072
3053,a32584,65536
3054,a91580,131072
3056,a66244,262144
3058,a55783,65536
3061,a97939,262144
3063,a55525,65536
3066,a73807,131072
3068,a66244,65536
3069,a55783,65536
3071,a74138,65536
3072,a55783,65536
3075,a26824,65536
3078,a74138,65536
3081,a26202,65536
3082,a13460,262144
3084,a45347,131072
3086,a74138,65536
3088,a8094,65536
3090,a52001,65536
3093,a40955,262144
3094,a78847,65536
3097,a93816,262144
3100,a93655,131072
3101,a27493,262144
3102,a1332,262144
3105,a74138,262144
3108,a44634,131072
3109,a32584,65536
3110,a55525,131072
3113,a68771,65536
3114,a78847,65536
3117,a55525,65536
3118,a27493,131072
3119,a93655,65536
3120,a731,131072
3121,a93655,65536
3124,a1096,65536
3126,a51452,131072
3128,a32584,65536
3130,a57865,65536
3131,a27493,65536
3133,a25592,262144
3136,a93655,131072
3138,a27493,65536
3139,a9286,262144
3141,a13020,262144
3143,a74138,131072
3144,a68771,65536
3147,a93655,65536
3148,a78847,65536
3149,a9286,131072
3151,a25592,65536
3154,a55525,262144
3157,a25421,65536
3159,a38846,131072
3161,a66244,65536
3162,a32584,131072
3164,a91448,131072
3165,a40955,262144
3166,a73807,65536
3168,a29767,65536
3170,a18698,65536
3173,a38846,131072
3174,a67558,262144
3176,a55525,65536
3179,a1096,65536
3180,a51452,131072
3183,a36850,262144
3184,a97939,65536
3185,a97939,65536
3186,a78847,65536
3187,a97939,262144
3189,a55783,131072
3192,a73807,262144
3193,a32584,65536
3195,a91580,65536
3198,a55783,65536
3200,a67558,65536
3202,a74138,262144
