t_ms,asset_id,size_bytes,sector
266,a16265,262144,18
269,a20002,262144,18
270,a15718,262144,18
272,a20002,131072,18
274,a18080,262144,18
275,a20002,65536,18
300,a20002,65536,9
303,a20002,262144,9
305,a19817,262144,9
307,a15845,65536,9
309,a20002,65536,9
310,a20002,65536,9
320,a15495,65536,22
322,a908,131072,22
325,a9165,262144,22
327,a20002,65536,22
329,a418,131072,22
330,a20002,262144,22
331,a20002,131072,22
333,a350,262144,22
336,a20002,131072,22
338,a12573,65536,22
341,a3817,65536,22
342,a2009,65536,22
345,a20002,65536,22
348,a10161,262144,22
349,a350,65536,22
350,a20002,65536,22
351,a12519,65536,22
353,a20002,262144,22
355,a20002,65536,22
357,a14067,131072,22
360,a3061,65536,22
361,a17815,131072,22
363,a20003,262144,22
381,a20003,65536,20
382,a20003,262144,20
383,a2040,65536,20
385,a3945,65536,20
388,a9151,131072,20
391,a9924,131072,20
393,a7826,65536,20
395,a11617,262144,20
397,a20003,262144,20
400,a13485,131072,20
401,a3350,65536,20
402,a20003,65536,20
418,a15446,131072,23
419,a20003,65536,23
422,a3405,65536,23
423,a20003,65536,23
426,a6216,65536,23
429,a5338,65536,23
430,a20003,262144,23
433,a6909,262144,23
435,a6173,65536,23
438,a20003,65536,23
440,a3959,262144,23
441,a20003,131072,23
444,a20003,131072,23
446,a20003,262144,23
449,a15259,65536,23
451,a9322,262144,23
453,a12693,131072,23
455,a12708,65536,23
458,a14945,65536,23
460,a17567,131072,23
461,a1524,65536,23
462,a6139,131072,23
464,a20003,262144,23
466,a20003,262144,23
467,a10214,131072,23
470,a2087,131072,23
473,a20003,262144,23
476,a2167,131072,23
479,a5699,262144,23
481,a1258,262144,23
482,a5286,131072,23
484,a2214,262144,23
485,a17444,262144,23
488,a20004,65536,23
489,a1885,65536,23
490,a20004,65536,23
492,a4570,65536,23
495,a18411,65536,23
496,a20004,65536,23
498,a781,131072,23
501,a20004,65536,23
502,a17487,262144,23
503,a14766,65536,23
504,a16246,262144,23
507,a1981,131072,23
510,a16268,262144,23
512,a20004,65536,23
515,a20004,65536,23
516,a15429,131072,23
518,a20004,131072,23
519,a15651,65536,23
521,a3460,262144,23
524,a10222,65536,23
526,a15429,262144,23
529,a19644,262144,23
531,a7222,131072,23
533,a9711,65536,23
535,a18957,65536,23
538,a20004,131072,23
539,a5786,65536,23
540,a4399,65536,23
541,a20004,65536,23
544,a2097,65536,23
545,a20004,262144,23
546,a6176,65536,23
549,a5648,131072,23
552,a10855,131072,23
553,a16062,131072,23
556,a20004,65536,23
558,a20004,65536,23
560,a14945,131072,23
565,a20004,65536,8
566,a20004,65536,8
567,a408,65536,8
569,a20004,65536,8
572,a20004,131072,8
574,a20004,131072,8
577,a20004,65536,8
578,a20004,131072,8
579,a20004,65536,8
580,a20004,131072,8
582,a14973,262144,8
585,a16259,65536,8
587,a20004,65536,8
590,a20004,262144,8
593,a16209,65536,8
594,a11107,65536,8
597,a20004,65536,8
598,a12165,65536,8
601,a3680,65536,8
602,a20005,131072,8
623,a7948,131072,21
625,a20005,262144,21
627,a17801,131072,21
629,a16077,65536,21
631,a20005,262144,21
632,a6075,65536,21
633,a2871,65536,21
634,a13363,65536,21
635,a20005,65536,21
638,a20005,65536,21
641,a20005,65536,21
642,a14974,262144,21
644,a4746,131072,21
645,a1646,131072,21
647,a20005,65536,21
648,a13195,262144,21
649,a17321,131072,21
650,a19140,65536,21
652,a12074,65536,21
653,a15650,65536,21
656,a20005,65536,21
657,a1819,131072,21
659,a20005,65536,21
660,a20005,65536,21
663,a5335,65536,21
680,a20005,65536,15
683,a4072,262144,15
686,a20005,131072,15
689,a12243,65536,15
691,a20005,65536,15
693,a20005,65536,15
696,a11380,65536,15
697,a4641,262144,15
698,a3859,262144,15
699,a2402,65536,15
702,a20005,131072,15
705,a20005,65536,15
706,a5948,262144,15
707,a20005,65536,15
732,a2334,262144,25
734,a16302,131072,25
736,a20006,131072,25
739,a14156,65536,25
742,a3781,262144,25
745,a449,131072,25
748,a7834,65536,25
751,a20006,65536,25
754,a4209,65536,25
756,a8143,65536,25
757,a20006,65536,25
760,a13398,262144,25
763,a17672,65536,25
765,a18572,262144,25
766,a5036,262144,25
769,a4833,65536,25
771,a20006,65536,25
773,a20006,65536,25
775,a20006,262144,25
776,a20006,262144,25
779,a7370,131072,25
780,a7131,131072,25
783,a20006,65536,25
784,a5652,262144,25
785,a20006,131072,25
786,a6559,65536,25
806,a1434,131072,4
809,a13846,262144,4
810,a16473,262144,4
834,a9128,262144,7
835,a20006,262144,7
838,a20006,262144,7
840,a11251,262144,7
842,a20007,131072,7
843,a4156,262144,7
846,a20007,262144,7
849,a20007,65536,7
850,a20007,65536,7
853,a2368,262144,7
856,a20007,131072,7
858,a8396,65536,7
859,a20007,131072,7
860,a20007,131072,7
862,a20007,131072,7
865,a20007,65536,7
867,a4253,262144,7
868,a20007,262144,7
871,a8920,65536,7
874,a7232,65536,7
876,a20007,131072,7
878,a20007,131072,7
880,a20007,65536,7
882,a10363,262144,7
885,a17184,262144,7
888,a18300,131072,7
890,a20007,131072,7
892,a20007,65536,7
894,a16395,65536,7
895,a20007,65536,7
896,a20007,65536,7
897,a14029,131072,7
900,a20007,131072,7
902,a7188,262144,7
905,a20007,262144,7
908,a1523,65536,7
910,a6157,65536,7
911,a13140,262144,7
913,a20007,131072,7
915,a20007,131072,7
916,a2975,262144,7
919,a8396,65536,7
920,a20007,65536,7
923,a2562,262144,7
925,a1797,262144,7
927,a12834,262144,7
930,a12924,65536,7
932,a20007,131072,7
935,a20007,262144,7
936,a5583,131072,7
937,a2657,65536,7
940,a20007,65536,7
961,a12319,65536,10
976,a7960,65536,26
979,a20008,65536,26
981,a20008,65536,26
982,a20008,131072,26
985,a20008,65536,26
988,a18729,65536,26
990,a4810,131072,26
993,a247,65536,26
995,a20008,131072,26
996,a9709,65536,26
997,a18148,262144,26
999,a19792,65536,26
1001,a20008,131072,26
1010,a20008,131072,2
1011,a8698,65536,2
1014,a20008,262144,2
1015,a8656,131072,2
1017,a8656,65536,2
1027,a15969,65536,9
1050,a20008,65536,6
1053,a9987,131072,6
1054,a20008,262144,6
1073,a20008,131072,8
1075,a20008,65536,8
1077,a448,262144,8
1078,a5471,65536,8
1080,a7717,131072,8
1082,a20009,65536,8
1083,a20009,131072,8
1085,a12451,262144,8
1108,a10621,262144,16
1109,a20009,262144,16
1111,a20009,131072,16
1113,a13456,262144,16
1115,a20009,262144,16
1117,a20009,65536,16
1120,a1452,131072,16
1123,a16733,262144,16
1125,a17068,262144,16
1126,a4306,65536,16
1129,a13510,65536,16
1130,a600,131072,16
1132,a12902,65536,16
1133,a20009,65536,16
1134,a8466,131072,16
1137,a5068,65536,16
1139,a17604,65536,16
1140,a20009,65536,16
1142,a20009,131072,16
1144,a20009,65536,16
1147,a20009,65536,16
1148,a20009,65536,16
1149,a20009,65536,16
1151,a10201,131072,16
1152,a6384,65536,16
1153,a18605,262144,16
1155,a20009,65536,16
1158,a20009,65536,16
1161,a20009,65536,16
1162,a20009,65536,16
1165,a3528,262144,16
1166,a10557,65536,16
1168,a20009,65536,16
1170,a5145,262144,16
1171,a4133,65536,16
1174,a6400,65536,16
1175,a20009,262144,16
1176,a868,262144,16
1177,a16606,262144,16
1179,a180,65536,16
1181,a20009,65536,16
1182,a19072,131072,16
1184,a14553,262144,16
1187,a20009,65536,16
1189,a20009,262144,16
1192,a20009,65536,16
1195,a20009,262144,16
1198,a20009,65536,16
1200,a5531,262144,16
1201,a20010,262144,16
1203,a20010,262144,16
1220,a20010,262144,9
1223,a3134,262144,9
1225,a20010,65536,9
1226,a4665,65536,9
1228,a18665,131072,9
1229,a20010,65536,9
1231,a20010,65536,9
1234,a14163,131072,9
1236,a20010,131072,9
1238,a20010,131072,9
1239,a9118,262144,9
1241,a16722,65536,9
1243,a20010,65536,9
1246,a20010,131072,9
1248,a20010,262144,9
1249,a286,131072,9
1250,a18421,65536,9
1251,a5708,65536,9
1252,a20010,131072,9
1254,a20010,65536,9
1256,a14719,65536,9
1258,a8449,65536,9
1261,a16244,65536,9
1263,a7100,131072,9
1265,a14719,65536,9
1266,a20010,131072,9
1267,a20010,131072,9
1270,a20010,65536,9
1272,a4545,65536,9
1274,a20010,65536,9
1275,a16664,65536,9
1276,a20010,131072,9
1278,a20010,65536,9
1281,a7076,65536,9
1283,a20010,262144,9
1285,a20010,65536,9
1286,a9053,65536,9
1287,a17339,65536,9
1290,a11362,65536,9
1292,a20010,262144,9
1295,a17928,65536,9
1296,a10079,262144,9
1298,a20010,131072,9
1315,a20010,131072,17
1317,a20010,131072,17
1323,a20011,65536,18
1326,a11223,131072,18
1327,a20011,131072,18
1330,a20011,262144,18
1331,a8120,262144,18
1332,a10149,262144,18
1333,a20011,65536,18
1335,a20011,262144,18
1338,a15074,65536,18
1339,a2921,65536,18
1342,a4269,131072,18
1343,a5595,262144,18
1345,a20011,65536,18
1348,a14958,65536,18
1351,a20011,131072,18
1352,a11377,65536,18
1354,a13051,262144,18
1365,a11155,131072,5
1368,a9467,262144,5
1371,a20011,262144,5
1374,a20011,65536,5
1376,a17823,65536,5
1378,a1195,131072,5
1380,a20011,65536,5
1383,a20011,65536,5
1386,a483,262144,5
1407,a16302,65536,29
1409,a19187,65536,29
1411,a7056,262144,29
1412,a15318,65536,29
1413,a20011,131072,29
1416,a15754,65536,29
1417,a20011,65536,29
1420,a15215,262144,29
1422,a20011,262144,29
1424,a20011,65536,29
1426,a1001,65536,29
1428,a1859,262144,29
1431,a20011,65536,29
1434,a20011,65536,29
1435,a10926,131072,29
1437,a1128,262144,29
1438,a11449,262144,29
1441,a20012,131072,29
1442,a20012,65536,29
1444,a2688,65536,29
1446,a12192,65536,29
1448,a20012,65536,29
1451,a20012,65536,29
1454,a5117,65536,29
1457,a5117,65536,29
1460,a20012,131072,29
1463,a9743,65536,29
1464,a20012,65536,29
1467,a1752,262144,29
1470,a5444,65536,29
1472,a657,262144,29
1475,a20012,65536,29
1478,a19373,65536,29
1479,a7128,65536,29
1482,a20012,131072,29
1484,a20012,65536,29
1487,a16746,131072,29
1490,a12195,262144,29
1491,a20012,262144,29
1492,a20012,65536,29
1493,a18038,131072,29
1496,a9807,65536,29
1498,a9331,131072,29
1499,a20012,65536,29
1501,a20012,262144,29
1502,a20012,65536,29
1504,a20012,65536,29
1506,a2638,65536,29
1507,a10868,131072,29
1509,a1564,131072,29
1512,a20012,262144,29
1515,a20012,131072,29
1516,a4948,131072,29
1518,a20012,65536,29
1530,a20012,131072,7
1531,a20012,131072,7
1532,a20012,131072,7
1533,a20012,262144,7
1535,a5423,262144,7
1538,a7100,65536,7
1539,a20012,65536,7
1540,a3786,65536,7
1542,a5028,65536,7
1545,a20012,262144,7
1546,a20012,131072,7
1548,a20012,262144,7
1551,a2562,131072,7
1552,a20012,262144,7
1555,a20012,262144,7
1556,a18377,131072,7
1559,a11761,65536,7
1562,a20013,262144,7
1564,a13038,65536,7
1589,a11365,65536,9
1590,a20013,65536,9
1591,a20013,131072,9
1592,a5506,131072,9
1593,a5925,65536,9
1614,a45,131072,21
1616,a9093,262144,21
1618,a8844,65536,21
1620,a20013,65536,21
1628,a20013,131072,7
1630,a20013,65536,7
1633,a1545,65536,7
1634,a20013,65536,7
1636,a14977,65536,7
1639,a20013,65536,7
1642,a20013,131072,7
1643,a20013,65536,7
1645,a20013,65536,7
1648,a2445,65536,7
1650,a20013,262144,7
1651,a7937,65536,7
1652,a11343,65536,7
1653,a20013,65536,7
1654,a20013,65536,7
1655,a20013,131072,7
1656,a17651,262144,7
1658,a8113,262144,7
1661,a20013,65536,7
1664,a20013,65536,7
1665,a20013,65536,7
1666,a1215,131072,7
1668,a20013,65536,7
1671,a5276,65536,7
1673,a1413,131072,7
1676,a4595,65536,7
1678,a7668,131072,7
1681,a3660,65536,7
1684,a17651,65536,7
1687,a16220,65536,7
1690,a1819,65536,7
1693,a7884,262144,7
1694,a1531,65536,7
1695,a12372,262144,7
1697,a1529,262144,7
1699,a18553,131072,7
1702,a20014,65536,7
1703,a19563,65536,7
1704,a20014,65536,7
1706,a20014,262144,7
1708,a20014,65536,7
1711,a17395,131072,7
1712,a11131,65536,7
1713,a20014,262144,7
1715,a10325,131072,7
1717,a20014,65536,7
1719,a2188,65536,7
1721,a14742,131072,7
1722,a3564,131072,7
1724,a15222,65536,7
1726,a20014,65536,7
1729,a20014,131072,7
1732,a20014,65536,7
1734,a14977,65536,7
1736,a15060,65536,7
1738,a1221,65536,7
1739,a20014,65536,7
1741,a17021,262144,7
1743,a11003,65536,7
1744,a14866,65536,7
1745,a4240,262144,7
1747,a20014,65536,7
1750,a20014,65536,7
1752,a20014,131072,7
1753,a16608,65536,7
1756,a20014,65536,7
1757,a12515,262144,7
1760,a20014,131072,7
1762,a3798,131072,7
1765,a10733,262144,7
1767,a1207,65536,7
1770,a4226,65536,7
1773,a1215,262144,7
1774,a20014,65536,7
1777,a20014,131072,7
1778,a6453,131072,7
1780,a15608,262144,7
1782,a20014,65536,7
1784,a20014,131072,7
1786,a20014,65536,7
1787,a8396,65536,7
1801,a17332,262144,9
1802,a13767,65536,9
1803,a20015,131072,9
1806,a20015,262144,9
1808,a20015,131072,9
1811,a8479,65536,9
1813,a9834,262144,9
1815,a20015,262144,9
1816,a20015,262144,9
1819,a7844,65536,9
1822,a19127,131072,9
1825,a20015,65536,9
1827,a16301,262144,9
1828,a5149,262144,9
1831,a8397,131072,9
1832,a17100,131072,9
1833,a17339,262144,9
1836,a1167,65536,9
1837,a1100,65536,9
1838,a16012,131072,9
1839,a12831,131072,9
1840,a20015,131072,9
1841,a12793,65536,9
1843,a7631,65536,9
1858,a14940,65536,5
1859,a19083,262144,5
1860,a20015,262144,5
1863,a3267,131072,5
1871,a20015,131072,21
1873,a4079,65536,21
1876,a7060,65536,21
1878,a20015,65536,21
1879,a20015,262144,21
1880,a20015,262144,21
1881,a20015,65536,21
1882,a9479,65536,21
1883,a20015,262144,21
1884,a18003,131072,21
1887,a16235,131072,21
1890,a20015,262144,21
1893,a20015,131072,21
1907,a10415,65536,5
1908,a19624,65536,5
1910,a20015,65536,5
1911,a12141,65536,5
1913,a20015,65536,5
1916,a20015,65536,5
1919,a11971,262144,5
1921,a1269,262144,5
1923,a20016,65536,5
1924,a8347,65536,5
1927,a20016,65536,5
1928,a9421,262144,5
1931,a20016,262144,5
1934,a357,65536,5
1937,a17877,131072,5
1938,a20016,65536,5
1941,a20016,262144,5
1944,a20016,131072,5
1946,a18343,65536,5
1949,a20016,65536,5
1951,a20016,131072,5
1954,a20016,262144,5
1956,a20016,65536,5
1959,a9971,131072,5
1960,a20016,65536,5
1963,a2138,65536,5
1965,a16507,65536,5
1967,a20016,65536,5
1968,a20016,65536,5
1969,a20016,262144,5
1972,a12222,65536,5
1986,a20016,131072,25
1987,a20016,131072,25
1990,a6553,262144,25
1992,a20016,65536,25
1993,a20016,65536,25
1994,a11440,65536,25
1996,a1209,65536,25
1999,a20016,262144,25
2000,a20016,131072,25
2001,a4371,65536,25
2002,a17881,65536,25
2011,a8200,65536,8
2014,a5537,131072,8
2017,a10917,65536,8
2018,a9997,65536,8
2020,a17582,262144,8
2022,a3753,262144,8
2025,a15090,65536,8
2027,a20016,65536,8
2028,a1640,65536,8
2029,a20016,262144,8
2030,a19487,65536,8
2032,a17065,262144,8
2035,a6370,65536,8
2037,a9898,65536,8
2039,a12540,131072,8
2041,a20017,262144,8
2044,a20017,65536,8
2062,a15871,131072,15
2063,a4623,262144,15
2065,a20017,131072,15
2067,a6458,65536,15
2068,a20017,65536,15
2071,a17484,65536,15
2074,a1629,262144,15
2077,a20017,65536,15
2078,a8063,131072,15
2080,a20017,262144,15
2081,a20017,65536,15
2098,a20017,65536,10
2101,a20017,65536,10
2124,a20017,65536,9
2126,a13616,262144,9
2128,a20017,65536,9
2131,a7885,131072,9
2134,a206,65536,9
2137,a5395,262144,9
2140,a5925,65536,9
2143,a20017,65536,9
2145,a20017,65536,9
2147,a14952,65536,9
2150,a8397,65536,9
2153,a20017,65536,9
2156,a20017,65536,9
2159,a365,65536,9
2160,a20018,65536,9
2161,a12037,65536,9
2164,a20018,65536,9
2167,a20018,131072,9
2168,a20018,65536,9
2171,a18698,131072,9
2173,a20018,262144,9
2176,a20018,65536,9
2178,a20018,65536,9
2179,a20018,131072,9
2180,a20018,65536,9
2182,a11399,131072,9
2185,a20018,131072,9
2186,a2715,65536,9
2187,a20018,65536,9
2188,a4295,65536,9
2190,a13237,65536,9
2193,a7178,131072,9
2195,a20018,65536,9
2196,a2027,65536,9
2198,a14198,65536,9
2199,a12793,65536,9
2209,a20018,131072,14
2210,a8076,65536,14
2211,a20018,262144,14
2214,a1997,131072,14
2216,a5649,131072,14
2217,a13810,65536,14
2218,a10040,262144,14
2219,a20018,131072,14
2220,a20018,65536,14
2222,a16811,65536,14
2223,a20018,65536,14
2225,a20018,65536,14
2227,a14094,262144,14
2230,a20018,65536,14
2231,a20018,131072,14
2237,a10343,65536,1
2240,a20018,262144,1
2243,a9471,65536,1
2244,a20018,65536,1
2247,a20018,65536,1
2249,a20018,65536,1
2258,a20018,131072,16
2260,a20018,262144,16
2262,a19446,65536,16
2265,a4306,262144,16
2266,a17905,65536,16
2269,a18460,262144,16
2271,a10745,65536,16
2274,a20018,65536,16
2276,a8078,65536,16
2278,a20018,131072,16
2281,a20019,65536,16
2284,a4627,65536,16
2287,a20019,65536,16
2288,a20019,65536,16
2290,a14938,262144,16
2293,a15198,131072,16
2296,a8529,65536,16
2297,a20019,262144,16
2299,a4428,65536,16
2302,a20019,65536,16
2304,a18415,65536,16
2305,a7900,65536,16
2307,a20019,65536,16
2310,a1008,65536,16
2311,a20019,65536,16
2312,a20019,131072,16
2315,a10080,65536,16
2316,a4133,65536,16
2318,a5077,65536,16
2320,a7900,131072,16
2326,a3514,65536,25
2328,a6567,65536,25
2331,a11578,262144,25
2355,a1169,65536,13
2356,a2821,65536,13
2359,a8610,131072,13
2361,a9736,65536,13
2362,a5471,131072,13
2365,a13648,65536,13
2367,a14619,65536,13
2368,a20019,262144,13
2369,a20019,65536,13
2371,a20019,65536,13
2374,a11318,131072,13
2377,a20019,131072,13
2378,a6713,262144,13
2380,a19458,262144,13
2381,a8795,262144,13
2382,a20019,131072,13
2385,a20019,131072,13
2387,a6930,65536,13
2390,a12134,131072,13
2391,a16868,65536,13
2393,a20019,65536,13
2395,a1059,262144,13
2398,a20019,65536,13
2399,a20019,131072,13
2407,a1123,262144,15
2410,a1991,262144,15
2413,a20020,262144,15
2414,a7105,65536,15
2416,a5357,131072,15
2418,a493,65536,15
2439,a13121,131072,1
2442,a6486,131072,1
2443,a893,65536,1
2444,a20020,65536,1
2461,a12819,131072,17
2464,a11698,65536,17
2466,a13652,65536,17
2467,a20020,262144,17
2469,a20020,65536,17
2471,a8657,65536,17
2473,a20020,65536,17
2476,a17844,65536,17
2479,a1883,65536,17
2495,a12679,65536,0
2496,a9705,262144,0
2497,a12839,131072,0
2499,a1764,65536,0
2501,a20020,65536,0
2503,a13728,262144,0
2505,a20020,65536,0
2506,a20020,262144,0
2509,a20020,131072,0
2510,a11625,65536,0
2513,a20020,65536,0
2514,a10138,65536,0
2516,a4726,131072,0
2517,a20020,262144,0
2519,a2633,262144,0
2521,a20021,131072,0
2524,a20021,262144,0
2527,a3342,65536,0
2528,a19331,131072,0
2529,a20021,65536,0
2531,a20021,131072,0
2534,a7708,262144,0
2536,a714,131072,0
2538,a20021,65536,0
2541,a20021,131072,0
2544,a7238,131072,0
2545,a13931,65536,0
2548,a6484,65536,0
2551,a20021,131072,0
2554,a3336,131072,0
2556,a20021,65536,0
2558,a11331,65536,0
2560,a20021,65536,0
2562,a15454,131072,0
2563,a20021,262144,0
2581,a8088,65536,2
2582,a20021,65536,2
2583,a7961,65536,2
2585,a16208,262144,2
2587,a20021,262144,2
2590,a14039,65536,2
2592,a7950,65536,2
2593,a20021,262144,2
2594,a20021,65536,2
2596,a20021,262144,2
2603,a12381,131072,6
2605,a20021,131072,6
2606,a5895,65536,6
2608,a20021,65536,6
2611,a14856,65536,6
2613,a20021,65536,6
2614,a20021,262144,6
2616,a20021,65536,6
2618,a5389,65536,6
2619,a14920,131072,6
2622,a10833,131072,6
2624,a20021,131072,6
2625,a20021,65536,6
2628,a20021,131072,6
2634,a17279,262144,26
2639,a516,65536,22
2640,a17724,65536,22
2643,a20022,65536,22
2646,a4444,131072,22
2664,a486,65536,13
2666,a20022,262144,13
2667,a4825,131072,13
2669,a15930,65536,13
2671,a1169,262144,13
2673,a8314,65536,13
2674,a15596,262144,13
2675,a20022,65536,13
2678,a14619,131072,13
2679,a20022,131072,13
2690,a20022,65536,4
2692,a3814,262144,4
2695,a18387,262144,4
2696,a3695,65536,4
2699,a20022,262144,4
2702,a1181,65536,4
2703,a20022,65536,4
2706,a13801,65536,4
2709,a20022,65536,4
2712,a20022,131072,4
2715,a8268,262144,4
2716,a20022,262144,4
2718,a16966,262144,4
2719,a18183,131072,4
2720,a17263,65536,4
2721,a16473,262144,4
2737,a20022,65536,29
2740,a3464,65536,29
2742,a20022,262144,29
2745,a4971,131072,29
2752,a17216,262144,28
2754,a913,262144,28
2757,a20022,65536,28
2760,a20023,65536,28
2763,a4701,65536,28
2765,a1394,65536,28
2768,a11674,131072,28
2771,a11533,65536,28
2772,a20023,65536,28
2773,a20023,262144,28
2776,a7430,65536,28
2778,a19559,131072,28
2780,a17640,65536,28
2782,a16918,65536,28
2785,a11847,65536,28
2786,a18953,65536,28
2787,a1430,65536,28
2790,a20023,131072,28
2791,a20023,65536,28
2793,a7812,262144,28
2795,a12610,131072,28
2798,a11890,65536,28
2800,a6802,65536,28
2818,a20023,262144,4
2819,a20023,262144,4
2821,a20023,131072,4
2824,a20023,262144,4
2825,a20023,65536,4
2826,a6158,65536,4
2828,a19825,131072,4
2829,a17175,262144,4
2831,a20023,131072,4
2832,a20023,65536,4
2834,a20023,65536,4
2836,a20023,65536,4
2838,a20023,65536,4
2839,a14005,65536,4
2841,a20023,65536,4
2843,a20023,262144,4
2846,a16603,262144,4
2849,a19685,65536,4
2850,a10163,65536,4
2851,a20023,65536,4
2854,a15649,65536,4
2856,a7617,131072,4
2858,a20023,65536,4
2860,a20023,262144,4
2863,a4004,65536,4
2865,a11456,131072,4
2868,a20023,65536,4
2870,a18929,131072,4
2871,a11744,131072,4
2872,a19112,131072,4
2874,a11077,65536,4
2875,a20023,131072,4
2878,a15607,131072,4
2881,a14347,131072,4
2883,a14466,65536,4
2885,a1994,65536,4
2887,a15778,65536,4
2888,a10848,131072,4
2889,a7617,131072,4
2892,a15262,131072,4
2895,a20024,65536,4
2898,a20024,65536,4
2901,a15086,65536,4
2902,a20024,262144,4
2904,a6789,65536,4
2907,a14076,262144,4
2909,a9674,65536,4
2911,a20024,65536,4
2913,a20024,131072,4
2915,a13717,262144,4
2916,a10452,262144,4
2917,a14188,65536,4
2920,a701,65536,4
2922,a10380,65536,4
2923,a2534,65536,4
2925,a2971,65536,4
2927,a20024,131072,4
2928,a20024,262144,4
2930,a18685,65536,4
2933,a15827,131072,4
2934,a2308,262144,4
2936,a18126,65536,4
2937,a6735,65536,4
2940,a20024,65536,4
2942,a18067,65536,4
2944,a18271,65536,4
2945,a12167,131072,4
2953,a20024,131072,27
2956,a16488,262144,27
2959,a20024,131072,27
2961,a20024,65536,27
2963,a20024,65536,27
2966,a12446,131072,27
2969,a19623,131072,27
2983,a20024,262144,21
2998,a7860,65536,1
3001,a4253,65536,1
3002,a12995,131072,1
3005,a5409,262144,1
3006,a20025,65536,1
3009,a6299,131072,1
3011,a4374,262144,1
3014,a11280,262144,1
3017,a656,65536,1
3019,a20025,131072,1
3020,a7435,65536,1
3027,a20025,65536,8
3029,a11653,131072,8
3030,a20025,65536,8
3032,a20025,131072,8
3034,a10518,65536,8
3036,a448,65536,8
3038,a9210,262144,8
3041,a18313,262144,8
3043,a17,65536,8
3045,a8364,131072,8
3046,a20025,65536,8
3049,a11635,131072,8
3051,a9024,65536,8
3052,a18301,131072,8
3055,a5881,65536,8
3056,a11179,131072,8
3059,a20025,65536,8
3061,a20025,65536,8
3064,a19849,131072,8
3067,a14072,262144,8
3069,a14282,131072,8
3072,a7307,262144,8
3073,a20025,65536,8
3075,a20025,131072,8
3077,a411,262144,8
3086,a8683,262144,4
3089,a20025,262144,4
3092,a20025,262144,4
3093,a12943,262144,4
3095,a12167,131072,4
3097,a11366,131072,4
3098,a8508,262144,4
3100,a20025,131072,4
3101,a10819,65536,4
3102,a10304,65536,4
3104,a10380,262144,4
3105,a20025,65536,4
3108,a18984,131072,4
3110,a20025,131072,4
3112,a20025,262144,4
3113,a20025,131072,4
3116,a6453,262144,4
3119,a20025,65536,4
3121,a20026,131072,4
3146,a5415,65536,3
3148,a20026,262144,3
3150,a20026,131072,3
3153,a17857,65536,3
3156,a20026,65536,3
3157,a18578,262144,3
3158,a11735,65536,3
3161,a14502,65536,3
3163,a19675,262144,3
3166,a13026,131072,3
3169,a20026,131072,3
3172,a9003,65536,3
3175,a1274,262144,3
3176,a20026,65536,3
3177,a7262,262144,3
3178,a20026,262144,3
3181,a20026,65536,3
3184,a20026,262144,3
3187,a5679,65536,3
3190,a20026,262144,3
3192,a6632,131072,3
3194,a20026,65536,3
3216,a9227,131072,24
3218,a16545,262144,24
3221,a20026,65536,24
3223,a20026,65536,24
3225,a6940,131072,24
3228,a20026,262144,24
3229,a20026,65536,24
3230,a20026,65536,24
3231,a11585,65536,24
3232,a19119,65536,24
3235,a20026,262144,24
3237,a20026,65536,24
3240,a20027,65536,24
