t_ms,asset_id,sector,hit
748,a83445,38,1
749,a25709,38,1
752,a56167,38,1
754,a69641,38,1
757,a49195,38,1
759,a61028,38,1
761,a25709,38,1
763,a57557,38,1
766,a66411,38,1
769,a33001,38,1
771,a16165,38,1
773,a41497,38,1
775,a54379,38,1
778,a79961,38,1
780,a71430,38,1
781,a10992,38,1
782,a93186,38,1
784,a33583,38,1
785,a32108,38,1
788,a25530,38,1
789,a20644,38,1
792,a77830,38,1
794,a43532,38,1
795,a65290,38,1
798,a56695,38,1
800,a2168,38,1
802,a61012,38,1
804,a30312,38,1
805,a27916,38,1
807,a66105,38,1
809,a33349,38,1
810,a66928,38,1
812,a10499,38,1
832,a36838,48,1
834,a94953,48,1
835,a7675,48,1
838,a56056,48,1
839,a22889,48,1
841,a79194,48,1
844,a40047,48,1
846,a37340,48,1
848,a44074,48,1
850,a13512,48,1
851,a49093,48,1
854,a25108,48,1
855,a81897,48,1
857,a11500,48,1
858,a12728,48,1
859,a75279,48,1
862,a87228,48,1
864,a81998,48,1
867,a48643,48,1
870,a47725,48,1
873,a1284,48,1
875,a12983,48,1
878,a29548,48,1
881,a19298,48,1
884,a65361,48,1
887,a85440,48,1
888,a81941,48,1
889,a73344,48,1
892,a23021,48,1
895,a57332,48,1
896,a97986,48,1
898,a76147,48,1
900,a57135,48,1
901,a31041,48,1
902,a89563,48,1
905,a60533,48,1
906,a63390,48,1
908,a183,48,1
909,a41970,48,1
911,a24308,48,1
914,a59528,48,1
917,a13963,48,1
918,a77214,48,1
920,a51813,48,1
921,a86610,48,1
922,a75896,48,1
925,a94174,48,1
926,a36179,48,1
927,a92431,48,1
929,a61482,48,1
953,a99348,20,1
954,a91773,20,1
957,a48890,20,1
959,a54584,20,1
962,a24024,20,1
963,a31932,20,1
966,a54015,20,1
967,a19227,20,1
968,a56738,20,1
969,a36932,20,1
972,a60063,20,1
975,a78364,20,1
978,a34569,20,1
980,a46468,20,1
982,a35648,20,1
985,a132,20,1
987,a95542,20,1
989,a77250,20,1
991,a88073,20,1
994,a6315,20,1
995,a81480,20,1
996,a86701,20,1
998,a62354,20,1
1000,a58522,20,1
1003,a74036,20,1
1006,a67459,20,1
1007,a84065,20,1
1008,a98938,20,1
1010,a22953,20,1
1011,a38880,20,1
1012,a92552,20,1
1015,a57384,20,1
1017,a59107,20,1
1020,a58246,20,1
1021,a81169,20,1
1024,a89627,20,1
1025,a58937,20,1
1027,a35436,20,1
1029,a60590,20,1
1030,a32314,20,1
1031,a12230,20,1
1034,a47242,20,1
1036,a51720,20,1
1039,a42667,20,1
1041,a23561,20,1
1043,a37334,20,1
1045,a72187,20,1
1047,a43898,20,1
1048,a12729,20,1
1050,a66959,20,1
1051,a81115,20,1
1054,a7003,20,1
1055,a98028,20,1
1056,a42774,20,1
1059,a78017,20,1
1061,a17041,20,1
1063,a43279,20,1
1066,a26767,20,1
1067,a9267,20,1
1068,a45309,20,1
1071,a87368,20,1
1073,a40136,20,1
1076,a98974,20,1
1079,a9203,20,1
1080,a24374,20,1
1081,a15536,20,1
1083,a6755,20,1
1086,a47911,20,1
1087,a61322,20,1
1088,a98219,20,1
1090,a14200,20,1
1093,a52011,20,1
1094,a19147,20,1
1097,a32840,20,1
1114,a53814,139,1
1115,a79097,139,1
1116,a47313,139,1
1117,a32024,139,1
1119,a44885,139,1
1121,a25906,139,1
1124,a21630,139,1
1125,a22752,139,1
1127,a75700,139,1
1129,a44896,139,1
1132,a17773,139,1
1133,a94017,139,1
1135,a23659,139,1
1136,a40251,139,1
1137,a8465,139,1
1138,a62918,139,1
1141,a60492,139,1
1142,a62918,139,1
1145,a9080,139,1
1147,a13151,139,1
1150,a24778,139,1
1152,a10893,139,1
1154,a16548,139,1
1156,a26664,139,1
1157,a81476,139,1
1159,a63221,139,1
1160,a41138,139,1
1163,a83820,139,1
1164,a10062,139,1
1166,a76984,139,1
1168,a93739,139,1
1170,a67692,139,1
1171,a70159,139,1
1174,a83770,139,1
1176,a87484,139,1
1178,a55660,139,1
1179,a97380,139,1
1180,a74523,139,1
1183,a33601,139,1
1186,a71761,139,1
1189,a43580,139,1
1190,a5861,139,1
1191,a20593,139,1
1192,a28732,139,1
1193,a57776,139,1
1196,a88628,139,1
1199,a71761,139,1
1201,a79085,139,1
1202,a93810,139,1
1205,a81147,139,1
1208,a51999,139,1
1209,a53340,139,1
1211,a39715,139,1
1213,a8474,139,1
1215,a24828,139,1
1216,a50215,139,1
1217,a58722,139,1
1218,a87119,139,1
1220,a35399,139,1
1221,a60674,139,1
1224,a50159,139,1
1226,a89418,139,1
1228,a74301,139,1
1231,a71952,139,1
1232,a94397,139,1
1235,a75941,139,1
1237,a57683,139,1
1239,a52831,139,1
1240,a26861,139,1
1243,a21916,139,1
1245,a64724,139,1
1248,a44415,139,1
1250,a77777,139,1
1252,a33756,139,1
1254,a35215,139,1
1256,a30470,139,1
1258,a13063,139,1
1260,a41412,139,1
1262,a57061,139,1
1278,a82752,194,1
1280,a65011,194,1
1281,a21265,194,1
1282,a12622,194,1
1285,a35699,194,1
1286,a19570,194,1
1288,a89304,194,1
1289,a85324,194,1
1291,a58222,194,1
1293,a86864,194,1
1295,a46734,194,1
1296,a92475,194,1
1297,a90860,194,1
1299,a45225,194,1
1302,a80634,194,1
1305,a75579,194,1
1307,a96851,194,1
1308,a20776,194,1
1309,a74337,194,1
1311,a92532,194,1
1314,a77399,194,1
1317,a67657,194,1
1318,a47224,194,1
1321,a60282,194,1
1322,a77238,194,1
1325,a81688,194,1
1326,a30347,194,1
1328,a88325,194,1
1329,a53850,194,1
1331,a83835,194,1
1333,a17008,194,1
1334,a85991,194,1
1335,a55762,194,1
1338,a49872,194,1
1341,a18059,194,1
1344,a56058,194,1
1346,a27352,194,1
1349,a42953,194,1
1351,a67440,194,1
1354,a54488,194,1
1357,a69580,194,1
1358,a77345,194,1
1359,a84751,194,1
1362,a19571,194,1
1364,a53683,194,1
1365,a87480,194,1
1367,a87438,194,1
1368,a53826,194,1
1369,a78684,194,1
1372,a7102,194,1
1373,a5768,194,1
1375,a658,194,1
1377,a85604,194,1
1379,a37363,194,1
1380,a85058,194,1
1381,a54806,194,1
1383,a84552,194,1
1385,a92820,194,1
1388,a6486,194,1
1390,a33082,194,1
1393,a8696,194,1
1395,a84891,194,1
1398,a84963,194,1
1401,a24032,194,1
1402,a10516,194,1
1404,a44790,194,1
1406,a22553,194,1
1407,a8471,194,1
1409,a35871,194,1
1411,a23735,194,1
1412,a86719,194,1
1414,a77142,194,1
1417,a16920,194,1
1420,a90378,194,1
1423,a69639,194,1
1424,a45136,194,1
1427,a43291,194,1
1428,a48559,194,1
1430,a52266,194,1
1431,a84327,194,1
1434,a33137,194,1
1435,a43497,194,1
1437,a3194,194,1
1438,a52925,194,1
1439,a75739,194,1
1440,a16683,194,1
1443,a80219,194,1
1446,a66640,194,1
1448,a25832,194,1
1449,a10926,194,1
1451,a53008,194,1
1452,a62002,194,1
1453,a38352,194,1
1455,a30164,194,1
1458,a50235,194,1
1460,a82446,194,1
1462,a46962,194,1
1465,a38288,194,1
1468,a23389,194,1
1470,a52792,194,1
1472,a72262,194,1
1473,a5527,194,1
1475,a91551,194,1
1478,a6176,194,1
1481,a20028,194,1
1484,a274,194,1
1487,a64010,194,1
1490,a8551,194,1
1493,a30305,194,1
1495,a37293,194,1
1496,a94968,194,1
1499,a7153,194,1
1500,a81097,194,1
1503,a56553,194,1
1506,a10523,194,1
1509,a72960,194,1
1511,a48664,194,1
1513,a81800,194,1
1514,a13403,194,1
1515,a2849,194,1
1516,a30873,194,1
1518,a91642,194,1
1519,a10523,194,1
1522,a21684,194,1
1525,a99326,194,1
1526,a51589,194,1
1528,a97226,194,1
1529,a40590,194,1
1531,a14524,194,1
1534,a95370,194,1
1535,a84963,194,1
1537,a14010,194,1
1539,a43918,194,1
1541,a64645,194,1
1542,a38418,194,1
1545,a44609,194,1
1547,a6133,194,1
1550,a86220,194,1
1552,a27834,194,1
1554,a21591,194,1
1556,a4622,194,1
1558,a91272,194,1
1560,a33158,194,1
1562,a21739,194,1
1564,a63368,194,1
1565,a13414,194,1
1567,a8814,194,1
1569,a27708,194,1
1572,a12078,194,1
1574,a24941,194,1
1576,a14466,194,1
1577,a43245,194,1
1578,a1406,194,1
1581,a99179,194,1
1582,a47967,194,1
1585,a38507,194,1
1587,a49429,194,1
1589,a79039,194,1
1604,a67107,198,1
1605,a24665,198,1
1606,a57714,198,1
1609,a8452,198,1
1611,a70196,198,1
1613,a4950,198,1
1614,a6526,198,1
1617,a23603,198,1
1618,a31228,198,1
1619,a52957,198,1
1622,a45731,198,1
1623,a54927,198,1
1624,a48531,198,1
1626,a92195,198,1
1628,a1063,198,1
1629,a66651,198,1
1632,a1121,198,1
1635,a86884,198,1
1638,a55777,198,1
1639,a25188,198,1
1641,a52867,198,1
1644,a45429,198,1
1645,a45327,198,1
1646,a33700,198,1
1649,a80618,198,1
1651,a44277,198,1
1653,a64658,198,1
1655,a30100,198,1
1658,a64414,198,1
1660,a24114,198,1
1662,a454,198,1
1670,a78058,166,1
1671,a14489,166,1
1672,a27012,166,1
1673,a84407,166,1
1675,a13797,166,1
1677,a48004,166,1
1678,a43903,166,1
1679,a33669,166,1
1681,a34135,166,1
1682,a25548,166,1
1683,a81080,166,1
1685,a14938,166,1
1687,a11175,166,1
1688,a26001,166,1
1690,a49622,166,1
1691,a99242,166,1
1694,a57140,166,1
1697,a84188,166,1
1698,a40872,166,1
1701,a28397,166,1
1703,a32557,166,1
1720,a74908,64,1
1722,a89944,64,1
1725,a50676,64,1
1726,a21424,64,1
1729,a57423,64,1
1731,a17362,64,1
1732,a36172,64,1
1735,a87070,64,1
1736,a36983,64,1
1738,a79448,64,1
1739,a45753,64,1
1741,a58984,64,1
1743,a89413,64,1
1744,a59664,64,1
1745,a65798,64,1
1748,a1942,64,1
1751,a59429,64,1
1752,a64210,64,1
1755,a14453,64,1
1758,a45268,64,1
1760,a34255,64,1
1763,a44860,64,1
1765,a53379,64,1
1778,a51183,121,1
1780,a96882,121,1
1781,a83632,121,1
1782,a77286,121,1
1783,a45939,121,1
1785,a91118,121,1
1786,a50986,121,1
1788,a33876,121,1
1789,a18277,121,1
1790,a59942,121,1
1792,a93396,121,1
1795,a40770,121,1
1796,a14030,121,1
1797,a33170,121,1
1798,a79285,121,1
1800,a94174,121,1
1801,a30268,121,1
1804,a53047,121,1
1807,a1175,121,1
1808,a55859,121,1
1809,a97073,121,1
1811,a72749,121,1
1813,a89512,121,1
1816,a91926,121,1
1819,a13400,121,1
1821,a9674,121,1
1823,a87733,121,1
1826,a79990,121,1
1827,a77829,121,1
1828,a2441,121,1
1831,a51888,121,1
1832,a26761,121,1
1834,a70500,121,1
1836,a29990,121,1
1839,a39658,121,1
1841,a86564,121,1
1842,a86139,121,1
1845,a40435,121,1
1848,a70689,121,1
1849,a47184,121,1
1874,a9254,62,1
1875,a72708,62,1
1876,a40719,62,1
1878,a50531,62,1
1879,a14945,62,1
1881,a91481,62,1
1882,a50723,62,1
1885,a91870,62,1
1886,a85417,62,1
1887,a65343,62,1
1888,a18714,62,1
1891,a66364,62,1
1893,a34386,62,1
1894,a31657,62,1
1897,a26313,62,1
1899,a6812,62,1
1900,a43626,62,1
1903,a57172,62,1
1905,a3500,62,1
1907,a2010,62,1
1908,a79223,62,1
1909,a46655,62,1
1912,a82927,62,1
1915,a75071,62,1
1917,a13733,62,1
1920,a92701,62,1
1923,a89447,62,1
1925,a92172,62,1
1926,a33417,62,1
1928,a77034,62,1
1931,a49825,62,1
1933,a81592,62,1
1936,a77235,62,1
1938,a40599,62,1
1940,a36592,62,1
1941,a86093,62,1
1944,a85104,62,1
1947,a33605,62,1
1948,a96556,62,1
1951,a62677,62,1
1953,a80050,62,1
1956,a35151,62,1
1958,a46562,62,1
1960,a86582,62,1
1963,a73450,62,1
1964,a55703,62,1
1967,a13348,62,1
1969,a43216,62,1
1972,a59199,62,1
1974,a60703,62,1
1975,a40910,62,1
1976,a6520,62,1
1978,a8055,62,1
1979,a75194,62,1
1982,a78077,62,1
1984,a14047,62,1
1985,a24284,62,1
1986,a37368,62,1
1987,a56390,62,1
1988,a7310,62,1
1989,a16968,62,1
1990,a55062,62,1
1991,a30139,62,1
1994,a68882,62,1
1995,a43678,62,1
1996,a96367,62,1
1997,a18534,62,1
1998,a83834,62,1
2001,a51627,62,1
2004,a40246,62,1
2005,a17166,62,1
2007,a79042,62,1
2008,a29191,62,1
2010,a60309,62,1
2012,a25723,62,1
2013,a95774,62,1
2015,a16029,62,1
2016,a97185,62,1
2018,a99658,62,1
2019,a7285,62,1
2020,a23819,62,1
2022,a72524,62,1
2025,a75172,62,1
2028,a91521,62,1
2031,a69083,62,1
2033,a25921,62,1
2036,a83483,62,1
2037,a3976,62,1
2040,a38190,62,1
2041,a21401,62,1
2044,a92761,62,1
2047,a63212,62,1
2050,a11247,62,1
2052,a56746,62,1
2055,a94621,62,1
2058,a46116,62,1
2061,a38881,62,1
2063,a99262,62,1
2066,a15143,62,1
2067,a42609,62,1
2070,a35878,62,1
2073,a93392,62,1
2074,a30962,62,1
2077,a34140,62,1
2080,a9341,62,1
2081,a43707,62,1
2082,a51731,62,1
2083,a46467,62,1
2084,a34388,62,1
2087,a85680,62,1
2090,a27797,62,1
2091,a76685,62,1
2094,a20028,62,1
2095,a29409,62,1
2097,a59246,62,1
2099,a29370,62,1
2101,a88678,62,1
2104,a540,62,1
2105,a55674,62,1
2107,a74931,62,1
2109,a62114,62,1
2110,a57625,62,1
2111,a64078,62,1
2113,a8294,62,1
2114,a22894,62,1
2117,a53914,62,1
2127,a24551,129,1
2129,a35049,129,1
2130,a7981,129,1
2131,a78778,129,1
2133,a15484,129,1
2136,a14748,129,1
2137,a85878,129,1
2139,a74771,129,1
2140,a39471,129,1
2141,a89276,129,1
2143,a32702,129,1
2145,a56082,129,1
2148,a68992,129,1
2150,a2404,129,1
2151,a69178,129,1
2152,a54965,129,1
2153,a25506,129,1
2156,a32270,129,1
2159,a99174,129,1
2160,a799,129,1
2161,a22538,129,1
2164,a24612,129,1
2166,a26139,129,1
2169,a74466,129,1
2171,a27129,129,1
2173,a99783,129,1
2174,a46300,129,1
2176,a27129,129,1
2179,a3452,129,1
2182,a35303,129,1
2185,a41859,129,1
2187,a60626,129,1
2189,a51265,129,1
2192,a36018,129,1
2194,a99862,129,1
2195,a60814,129,1
2198,a14439,129,1
2199,a97754,129,1
2200,a56863,129,1
2202,a43155,129,1
2205,a27181,129,1
2207,a89276,129,1
2209,a9211,129,1
2211,a6865,129,1
2219,a30813,156,1
2221,a53054,156,1
2222,a88749,156,1
2225,a86436,156,1
2226,a83959,156,1
2227,a85914,156,1
2229,a10265,156,1
2230,a53708,156,1
2233,a37144,156,1
2235,a3752,156,1
2238,a98007,156,1
2240,a76120,156,1
2242,a21154,156,1
2245,a79252,156,1
2246,a2031,156,1
2248,a34133,156,1
2268,a49282,146,1
2271,a81201,146,1
2272,a27980,146,1
2274,a12667,146,1
2276,a35819,146,1
2278,a55935,146,1
2280,a73334,146,1
2281,a92010,146,1
2283,a58748,146,1
2284,a37389,146,1
2285,a70470,146,1
2287,a9967,146,1
2289,a91967,146,1
2290,a48438,146,1
2293,a3243,146,1
2294,a56349,146,1
2296,a96354,146,1
2299,a1395,146,1
2301,a92081,146,1
2302,a16798,146,1
2304,a21455,146,1
2305,a80728,146,1
2306,a49928,146,1
2307,a50881,146,1
2309,a97542,146,1
2310,a75712,146,1
2313,a67305,146,1
2315,a38722,146,1
2316,a29321,146,1
2319,a3081,146,1
2322,a97148,146,1
2324,a9919,146,1
2325,a8559,146,1
2328,a82366,146,1
2330,a69491,146,1
2333,a53866,146,1
2335,a80838,146,1
2338,a42892,146,1
2340,a73524,146,1
2343,a69296,146,1
2346,a20832,146,1
2349,a13215,146,1
2352,a76068,146,1
2354,a54612,146,1
2355,a40390,146,1
2357,a74719,146,1
2358,a4210,146,1
2359,a17490,146,1
2361,a97099,146,1
2362,a45327,146,1
2363,a41882,146,1
2366,a98814,146,1
2368,a14673,146,1
2369,a205,146,1
2371,a41548,146,1
2374,a73619,146,1
2377,a9486,146,1
2378,a13851,146,1
2380,a8331,146,1
2382,a45691,146,1
2383,a31916,146,1
2386,a34056,146,1
2388,a83523,146,1
2390,a22233,146,1
2392,a13354,146,1
2393,a1259,146,1
2395,a55299,146,1
2398,a55550,146,1
2399,a26843,146,1
2401,a35325,146,1
2402,a21393,146,1
2403,a18653,146,1
2406,a47433,146,1
2407,a87707,146,1
2409,a90547,146,1
2411,a53632,146,1
2413,a54851,146,1
2415,a31374,146,1
2416,a74014,146,1
2418,a92203,146,1
2421,a45894,146,1
2422,a61229,146,1
2423,a79106,146,1
2424,a73912,146,1
2426,a14545,146,1
2428,a10821,146,1
2453,a24039,157,1
2455,a99640,157,1
2457,a73062,157,1
2459,a58444,157,1
2462,a87335,157,1
2463,a73657,157,1
2466,a33022,157,1
2467,a71029,157,1
2468,a8338,157,1
2469,a85993,157,1
2472,a88820,157,1
2473,a73642,157,1
2474,a91638,157,1
2477,a42407,157,1
2478,a38698,157,1
2480,a62753,157,1
2482,a96427,157,1
2485,a24204,157,1
2486,a85439,157,1
2507,a13267,30,1
2510,a99428,30,1
2512,a8674,30,1
2515,a78796,30,1
2518,a90874,30,1
2520,a43434,30,1
2522,a77781,30,1
2524,a28432,30,1
2549,a37235,45,1
2550,a10061,45,1
2553,a77229,45,1
2555,a3197,45,1
2557,a75746,45,1
2560,a48853,45,1
2563,a12946,45,1
2564,a49184,45,1
2567,a68532,45,1
2569,a25835,45,1
2570,a45197,45,1
2573,a15632,45,1
2574,a5013,45,1
2576,a39608,45,1
2577,a11371,45,1
2579,a86973,45,1
2582,a29472,45,1
2584,a86098,45,1
2585,a88697,45,1
2587,a99661,45,1
2588,a121,45,1
2591,a78393,45,1
2594,a735,45,1
2597,a14973,45,1
2615,a7589,85,1
2618,a50111,85,1
2619,a5252,85,1
2621,a26333,85,1
2623,a38646,85,1
2625,a33619,85,1
2628,a21808,85,1
2629,a18192,85,1
2630,a41277,85,1
2632,a77635,85,1
2634,a6029,85,1
2637,a4431,85,1
2638,a36820,85,1
2639,a20975,85,1
2642,a27831,85,1
2643,a81954,85,1
2644,a35607,85,1
2645,a22228,85,1
2646,a91036,85,1
2648,a75373,85,1
2649,a10047,85,1
2650,a72599,85,1
2651,a44887,85,1
2652,a85715,85,1
2653,a96865,85,1
2655,a50964,85,1
2656,a23391,85,1
2657,a83245,85,1
2660,a41281,85,1
2662,a58320,85,1
2665,a29589,85,1
2667,a2123,85,1
2670,a9985,85,1
2673,a66646,85,1
2674,a82320,85,1
2675,a34159,85,1
2676,a48563,85,1
2678,a80498,85,1
2681,a67232,85,1
2683,a79690,85,1
2685,a19962,85,1
2688,a95129,85,1
2691,a28727,85,1
2693,a66995,85,1
2696,a40765,85,1
2698,a25361,85,1
2700,a85893,85,1
2702,a44036,85,1
2705,a60853,85,1
2707,a48976,85,1
2709,a71993,85,1
2712,a96388,85,1
2713,a65403,85,1
2714,a88796,85,1
2717,a21441,85,1
2720,a57638,85,1
2723,a57676,85,1
2725,a2601,85,1
2728,a264,85,1
2729,a49228,85,1
2731,a20100,85,1
2733,a39623,85,1
2735,a80797,85,1
2738,a46214,85,1
2740,a18966,85,1
2742,a4026,85,1
2744,a44728,85,1
2745,a5245,85,1
2748,a5667,85,1
2751,a65743,85,1
2752,a82651,85,1
2755,a24341,85,1
2756,a66976,85,1
2758,a2536,85,1
2761,a40584,85,1
2764,a96367,85,1
2765,a52381,85,1
2768,a22629,85,1
2770,a32062,85,1
2772,a51135,85,1
2773,a51620,85,1
2776,a51434,85,1
2778,a61858,85,1
2779,a36610,85,1
2782,a9359,85,1
2785,a73500,85,1
2787,a67926,85,1
2789,a74586,85,1
2790,a95921,85,1
2793,a51851,85,1
2794,a80443,85,1
2795,a86088,85,1
2797,a73206,85,1
2800,a22617,85,1
2803,a63250,85,1
2806,a46489,85,1
2808,a28916,85,1
2809,a97682,85,1
2812,a37780,85,1
2814,a90898,85,1
2817,a26726,85,1
2819,a41107,85,1
2822,a72977,85,1
2824,a7689,85,1
2825,a61817,85,1
2826,a6162,85,1
2829,a3357,85,1
2832,a91877,85,1
2833,a63816,85,1
2834,a96647,85,1
2836,a60705,85,1
2839,a32200,85,1
2840,a75303,85,1
2843,a17723,85,1
2844,a45764,85,1
2846,a62552,85,1
2849,a60070,85,1
2851,a91637,85,1
2852,a83545,85,1
2855,a6534,85,1
2858,a36909,85,1
2860,a99482,85,1
2863,a54718,85,1
2864,a80498,85,1
2866,a81479,85,1
2867,a6013,85,1
2868,a30095,85,1
2869,a58255,85,1
2870,a10834,85,1
2872,a73091,85,1
2874,a15311,85,1
2875,a44629,85,1
2877,a67639,85,1
2880,a48077,85,1
2882,a59634,85,1
2884,a76346,85,1
2885,a46947,85,1
2886,a17728,85,1
2889,a88798,85,1
2890,a60167,85,1
2891,a5858,85,1
2894,a92586,85,1
2895,a1157,85,1
2897,a60492,85,1
2900,a99670,85,1
2902,a30136,85,1
