t_ms,asset_id,sector,hit
389,a176,-1,1
390,a132,-1,1
391,a78,-1,1
394,a163,-1,1
396,a163,-1,1
397,a182,-1,1
398,a22,-1,1
401,a246,-1,1
404,a284,-1,1
406,a22,-1,1
407,a176,-1,1
409,a296,-1,1
411,a204,-1,1
413,a79,-1,1
416,a40,-1,1
419,a74,-1,1
422,a37,-1,1
424,a204,-1,1
425,a234,-1,1
427,a37,-1,1
428,a37,-1,1
431,a168,-1,1
432,a44,-1,1
434,a45,-1,1
436,a163,-1,1
437,a68,-1,1
438,a185,-1,1
439,a102,-1,1
442,a33,-1,1
445,a204,-1,1
447,a132,-1,1
449,a284,-1,1
451,a130,-1,1
454,a223,-1,1
455,a35,-1,1
456,a238,-1,1
459,a74,-1,1
460,a40,-1,1
462,a74,-1,1
464,a103,-1,1
467,a68,-1,1
469,a40,-1,1
471,a176,-1,1
473,a186,-1,1
476,a108,-1,1
479,a234,-1,1
482,a22,-1,1
484,a37,-1,1
485,a163,-1,1
486,a91,-1,1
487,a100,-1,1
488,a163,-1,1
489,a244,-1,1
491,a44,-1,1
493,a37,-1,1
495,a22,-1,1
498,a244,-1,1
499,a22,-1,1
501,a66,-1,1
503,a78,-1,1
505,a171,-1,1
508,a43,-1,1
510,a74,-1,1
511,a63,-1,1
514,a41,-1,1
517,a163,-1,1
519,a234,-1,1
522,a102,-1,1
525,a103,-1,1
526,a86,-1,1
543,a69,-1,1
546,a278,-1,1
548,a25,-1,1
551,a46,-1,1
553,a84,-1,1
555,a221,-1,1
556,a150,-1,1
559,a86,-1,1
562,a86,-1,1
563,a58,-1,1
565,a25,-1,1
567,a46,-1,1
570,a74,-1,1
571,a220,-1,1
573,a58,-1,1
576,a25,-1,1
579,a57,-1,1
580,a192,-1,1
581,a261,-1,1
583,a221,-1,1
585,a278,-1,1
586,a167,-1,1
588,a84,-1,1
589,a252,-1,1
591,a84,-1,1
592,a86,-1,1
595,a84,-1,1
598,a84,-1,1
600,a220,-1,1
602,a74,-1,1
603,a224,-1,1
625,a62,-1,1
626,a86,-1,1
628,a247,-1,1
637,a42,-1,1
638,a128,-1,1
640,a231,-1,1
643,a140,-1,1
645,a118,-1,1
648,a184,-1,1
651,a140,-1,1
652,a184,-1,1
653,a258,-1,1
655,a26,-1,1
656,a128,-1,1
658,a118,-1,1
659,a63,-1,1
660,a43,-1,1
663,a118,-1,1
664,a26,-1,1
666,a184,-1,1
669,a112,-1,1
670,a185,-1,1
673,a191,-1,1
674,a253,-1,1
676,a81,-1,1
678,a72,-1,1
680,a128,-1,1
682,a72,-1,1
684,a26,-1,1
687,a72,-1,1
690,a245,-1,1
692,a51,-1,1
694,a26,-1,1
696,a143,-1,1
697,a184,-1,1
710,a160,-1,1
713,a148,-1,1
715,a171,-1,1
716,a10,-1,1
717,a24,-1,1
720,a70,-1,1
723,a109,-1,1
724,a192,-1,1
726,a213,-1,1
729,a81,-1,1
731,a119,-1,1
733,a10,-1,1
736,a281,-1,1
738,a249,-1,1
741,a192,-1,1
742,a213,-1,1
743,a218,-1,1
744,a192,-1,1
746,a160,-1,1
749,a218,-1,1
751,a24,-1,1
752,a28,-1,1
753,a281,-1,1
754,a95,-1,1
757,a192,-1,1
758,a115,-1,1
761,a47,-1,1
763,a210,-1,1
765,a241,-1,1
768,a249,-1,1
770,a216,-1,1
773,a282,-1,1
775,a119,-1,1
776,a120,-1,1
778,a272,-1,1
779,a70,-1,1
782,a1,-1,1
783,a159,-1,1
785,a192,-1,1
788,a33,-1,1
789,a213,-1,1
790,a218,-1,1
793,a192,-1,1
795,a160,-1,1
797,a70,-1,1
800,a171,-1,1
803,a10,-1,1
806,a95,-1,1
809,a272,-1,1
810,a119,-1,1
812,a237,-1,1
813,a210,-1,1
816,a120,-1,1
819,a41,-1,1
821,a249,-1,1
823,a70,-1,1
824,a109,-1,1
825,a52,-1,1
826,a282,-1,1
827,a171,-1,1
828,a249,-1,1
831,a10,-1,1
833,a272,-1,1
834,a213,-1,1
835,a123,-1,1
836,a282,-1,1
839,a163,-1,1
841,a210,-1,1
843,a23,-1,1
846,a119,-1,1
847,a296,-1,1
850,a192,-1,1
851,a10,-1,1
852,a296,-1,1
855,a1,-1,1
858,a213,-1,1
861,a171,-1,1
868,a200,-1,1
869,a220,-1,1
871,a106,-1,1
873,a220,-1,1
875,a240,-1,1
876,a260,-1,1
879,a40,-1,1
880,a230,-1,1
883,a33,-1,1
884,a199,-1,1
886,a200,-1,1
887,a35,-1,1
890,a126,-1,1
891,a220,-1,1
893,a220,-1,1
894,a79,-1,1
895,a5,-1,1
896,a282,-1,1
899,a90,-1,1
900,a42,-1,1
901,a293,-1,1
902,a240,-1,1
904,a92,-1,1
907,a293,-1,1
909,a127,-1,1
910,a86,-1,1
911,a33,-1,1
914,a79,-1,1
917,a90,-1,1
918,a186,-1,1
919,a240,-1,1
921,a186,-1,1
924,a171,-1,1
927,a220,-1,1
928,a92,-1,1
931,a35,-1,1
934,a42,-1,1
935,a42,-1,1
938,a174,-1,1
941,a79,-1,1
942,a230,-1,1
944,a171,-1,1
947,a52,-1,1
950,a199,-1,1
952,a220,-1,1
954,a92,-1,1
957,a240,-1,1
958,a33,-1,1
959,a240,-1,1
960,a35,-1,1
962,a171,-1,1
964,a86,-1,1
966,a200,-1,1
969,a22,-1,1
970,a79,-1,1
972,a90,-1,1
975,a199,-1,1
977,a90,-1,1
979,a200,-1,1
981,a230,-1,1
983,a33,-1,1
986,a35,-1,1
988,a282,-1,1
989,a199,-1,1
990,a220,-1,1
991,a90,-1,1
992,a92,-1,1
993,a79,-1,1
994,a285,-1,1
996,a33,-1,1
997,a62,-1,1
1000,a33,-1,1
1001,a35,-1,1
1004,a293,-1,1
1007,a90,-1,1
1008,a42,-1,1
1011,a171,-1,1
1012,a200,-1,1
1013,a53,-1,1
1016,a90,-1,1
1017,a90,-1,1
1019,a261,-1,1
1021,a230,-1,1
1023,a230,-1,1
1024,a157,-1,1
1026,a121,-1,1
1029,a33,-1,1
1030,a81,-1,1
1033,a220,-1,1
1034,a192,-1,1
1036,a174,-1,1
1037,a293,-1,1
1039,a34,-1,1
1042,a174,-1,1
1045,a166,-1,1
1048,a240,-1,1
1050,a199,-1,1
1052,a171,-1,1
1054,a35,-1,1
1056,a230,-1,1
1058,a35,-1,1
1061,a293,-1,1
1064,a86,-1,1
1066,a186,-1,1
1067,a174,-1,1
1070,a280,-1,1
1072,a171,-1,1
1075,a209,-1,1
1078,a244,-1,1
1080,a240,-1,1
1081,a230,-1,1
1084,a81,-1,1
1087,a90,-1,1
1089,a33,-1,1
1090,a33,-1,1
1091,a147,-1,1
1092,a243,-1,1
1094,a251,-1,1
1095,a206,-1,1
1098,a199,-1,1
1101,a52,-1,1
1102,a86,-1,1
1104,a174,-1,1
1107,a52,-1,1
1108,a33,-1,1
1110,a186,-1,1
1112,a33,-1,1
1114,a171,-1,1
1116,a35,-1,1
1119,a35,-1,1
1121,a220,-1,1
1123,a35,-1,1
1125,a13,-1,1
1127,a9,-1,1
1130,a293,-1,1
1131,a234,-1,1
1134,a174,-1,1
1137,a42,-1,1
1140,a157,-1,1
1143,a35,-1,1
1145,a42,-1,1
1146,a90,-1,1
1148,a293,-1,1
1149,a230,-1,1
1151,a157,-1,1
1154,a95,-1,1
1157,a249,-1,1
1182,a218,-1,1
1184,a296,-1,1
1185,a281,-1,1
1187,a136,-1,1
1188,a296,-1,1
1189,a241,-1,1
1192,a160,-1,1
1195,a210,-1,1
1196,a241,-1,1
1199,a244,-1,1
1202,a144,-1,1
1203,a213,-1,1
1204,a276,-1,1
1206,a119,-1,1
1207,a171,-1,1
1208,a272,-1,1
1209,a160,-1,1
1211,a213,-1,1
1212,a7,-1,1
1215,a264,-1,1
1218,a120,-1,1
1219,a281,-1,1
1222,a60,-1,1
1224,a216,-1,1
1226,a241,-1,1
1229,a119,-1,1
1232,a216,-1,1
1233,a60,-1,1
1236,a171,-1,1
1239,a241,-1,1
1242,a146,-1,1
1244,a1,-1,1
1245,a171,-1,1
1246,a144,-1,1
1248,a216,-1,1
1251,a227,-1,1
1252,a241,-1,1
1253,a213,-1,1
1255,a171,-1,1
1256,a296,-1,1
1258,a213,-1,1
1260,a120,-1,1
1262,a272,-1,1
1263,a160,-1,1
1266,a272,-1,1
1267,a1,-1,1
1268,a70,-1,1
1269,a265,-1,1
1270,a171,-1,1
1272,a60,-1,1
1274,a281,-1,1
1276,a274,-1,1
1277,a296,-1,1
1280,a282,-1,1
1282,a95,-1,1
1285,a60,-1,1
1287,a99,-1,1
1288,a296,-1,1
1290,a249,-1,1
1293,a36,-1,1
1296,a296,-1,1
1299,a95,-1,1
1302,a119,-1,1
1305,a160,-1,1
1308,a160,-1,1
1309,a70,-1,1
1310,a192,-1,1
1313,a273,-1,1
1314,a213,-1,1
1315,a218,-1,1
1318,a6,-1,1
1320,a70,-1,1
1322,a160,-1,1
1325,a95,-1,1
1327,a95,-1,1
1328,a117,-1,1
1330,a281,-1,1
1332,a192,-1,1
1334,a10,-1,1
1336,a95,-1,1
1338,a213,-1,1
1339,a218,-1,1
1342,a70,-1,1
1344,a281,-1,1
1347,a120,-1,1
1349,a95,-1,1
1350,a47,-1,1
1353,a60,-1,1
1354,a70,-1,1
1355,a1,-1,1
1358,a18,-1,1
1359,a218,-1,1
1360,a218,-1,1
1362,a272,-1,1
1365,a218,-1,1
1367,a216,-1,1
1369,a120,-1,1
1370,a154,-1,1
1371,a272,-1,1
1372,a210,-1,1
1373,a70,-1,1
1376,a60,-1,1
1377,a296,-1,1
1379,a210,-1,1
1380,a192,-1,1
1381,a1,-1,1
1382,a210,-1,1
1385,a210,-1,1
1387,a210,-1,1
1390,a249,-1,1
1391,a296,-1,1
1392,a192,-1,1
1394,a257,-1,1
1395,a80,-1,1
1398,a97,-1,1
1401,a70,-1,1
1403,a119,-1,1
1405,a192,-1,1
1406,a107,-1,1
1407,a249,-1,1
1408,a1,-1,1
1411,a213,-1,1
1414,a70,-1,1
1416,a282,-1,1
1419,a120,-1,1
1422,a125,-1,1
1424,a119,-1,1
1426,a218,-1,1
1427,a282,-1,1
1430,a119,-1,1
1431,a171,-1,1
1433,a171,-1,1
1435,a119,-1,1
1436,a241,-1,1
1439,a281,-1,1
1442,a160,-1,1
1444,a160,-1,1
1446,a249,-1,1
1449,a296,-1,1
1450,a120,-1,1
1451,a281,-1,1
1452,a32,-1,1
1453,a160,-1,1
1454,a218,-1,1
1455,a210,-1,1
1458,a209,-1,1
1461,a70,-1,1
1462,a210,-1,1
1464,a262,-1,1
1486,a41,-1,1
1487,a32,-1,1
1489,a24,-1,1
1492,a32,-1,1
1494,a83,-1,1
1497,a26,-1,1
1499,a128,-1,1
1502,a279,-1,1
1505,a13,-1,1
1508,a90,-1,1
1510,a84,-1,1
1511,a26,-1,1
1513,a106,-1,1
1516,a83,-1,1
1517,a99,-1,1
1519,a26,-1,1
1521,a32,-1,1
1522,a241,-1,1
1525,a26,-1,1
1527,a98,-1,1
1530,a41,-1,1
1533,a256,-1,1
1534,a251,-1,1
1536,a63,-1,1
1538,a241,-1,1
1563,a37,-1,1
1565,a68,-1,1
1567,a162,-1,1
1568,a37,-1,1
1570,a143,-1,1
1571,a162,-1,1
1573,a71,-1,1
1575,a119,-1,1
1578,a15,-1,1
1579,a141,-1,1
1581,a119,-1,1
1583,a165,-1,1
1584,a119,-1,1
1586,a15,-1,1
1588,a188,-1,1
1590,a232,-1,1
1591,a64,-1,1
1592,a18,-1,1
1593,a64,-1,1
1594,a45,-1,1
1596,a92,-1,1
1599,a188,-1,1
1602,a262,-1,1
1605,a288,-1,1
1607,a165,-1,1
1610,a71,-1,1
1611,a165,-1,1
1614,a15,-1,1
1617,a119,-1,1
1620,a27,-1,1
1623,a18,-1,1
1625,a71,-1,1
1627,a71,-1,1
1629,a119,-1,1
1632,a34,-1,1
1633,a68,-1,1
1635,a125,-1,1
1637,a119,-1,1
1638,a71,-1,1
1640,a37,-1,1
1641,a157,-1,1
1642,a40,-1,1
1645,a95,-1,1
1646,a11,-1,1
1648,a71,-1,1
1650,a232,-1,1
1653,a52,-1,1
1654,a18,-1,1
1656,a190,-1,1
1659,a92,-1,1
1662,a119,-1,1
1664,a141,-1,1
1667,a15,-1,1
1668,a141,-1,1
1671,a119,-1,1
1673,a64,-1,1
1675,a34,-1,1
1676,a165,-1,1
1677,a181,-1,1
1680,a71,-1,1
1681,a71,-1,1
1684,a240,-1,1
1685,a119,-1,1
1686,a18,-1,1
1689,a210,-1,1
1690,a240,-1,1
1693,a131,-1,1
1696,a240,-1,1
1699,a68,-1,1
1702,a260,-1,1
1705,a199,-1,1
1706,a157,-1,1
1709,a113,-1,1
1710,a37,-1,1
1713,a18,-1,1
1714,a188,-1,1
1717,a249,-1,1
1718,a240,-1,1
1719,a160,-1,1
1721,a34,-1,1
1732,a196,-1,1
1733,a251,-1,1
1734,a214,-1,1
1737,a150,-1,1
1739,a33,-1,1
1740,a142,-1,1
1742,a177,-1,1
1745,a52,-1,1
1747,a251,-1,1
1748,a251,-1,1
1750,a172,-1,1
1751,a134,-1,1
1753,a43,-1,1
1755,a102,-1,1
1758,a92,-1,1
1760,a142,-1,1
1763,a185,-1,1
1766,a52,-1,1
1768,a77,-1,1
1769,a164,-1,1
1771,a214,-1,1
1774,a126,-1,1
1789,a132,-1,1
1790,a132,-1,1
1793,a23,-1,1
1795,a172,-1,1
1798,a146,-1,1
1800,a264,-1,1
1801,a11,-1,1
1804,a191,-1,1
1805,a139,-1,1
1807,a250,-1,1
1808,a107,-1,1
1810,a219,-1,1
1813,a285,-1,1
1815,a218,-1,1
1818,a8,-1,1
1820,a243,-1,1
1823,a57,-1,1
1826,a136,-1,1
1851,a67,-1,1
1852,a119,-1,1
1855,a119,-1,1
1856,a64,-1,1
1859,a64,-1,1
1862,a188,-1,1
1863,a1,-1,1
1864,a232,-1,1
1865,a232,-1,1
1868,a40,-1,1
1871,a21,-1,1
1874,a160,-1,1
1876,a250,-1,1
1878,a172,-1,1
1879,a34,-1,1
1880,a11,-1,1
1882,a248,-1,1
1883,a34,-1,1
1886,a71,-1,1
1889,a119,-1,1
1891,a260,-1,1
1892,a240,-1,1
1893,a119,-1,1
1895,a141,-1,1
1896,a15,-1,1
1897,a162,-1,1
1898,a37,-1,1
1901,a4,-1,1
1904,a34,-1,1
1906,a68,-1,1
1909,a92,-1,1
1910,a73,-1,1
1913,a68,-1,1
1915,a12,-1,1
1916,a37,-1,1
1919,a92,-1,1
1921,a126,-1,1
1922,a145,-1,1
1923,a208,-1,1
1924,a260,-1,1
1926,a78,-1,1
1928,a157,-1,1
1931,a157,-1,1
1932,a68,-1,1
1935,a260,-1,1
1936,a11,-1,1
1939,a92,-1,1
1940,a68,-1,1
1943,a232,-1,1
1946,a185,-1,1
1948,a11,-1,1
1950,a21,-1,1
1951,a92,-1,1
1952,a232,-1,1
1955,a71,-1,1
1956,a232,-1,1
1959,a208,-1,1
1961,a169,-1,1
1962,a160,-1,1
1964,a71,-1,1
1966,a141,-1,1
1967,a165,-1,1
1968,a187,-1,1
1971,a18,-1,1
1974,a37,-1,1
1977,a141,-1,1
1979,a68,-1,1
1980,a92,-1,1
1982,a68,-1,1
1985,a64,-1,1
1987,a232,-1,1
1989,a232,-1,1
1990,a232,-1,1
1992,a254,-1,1
1993,a18,-1,1
1996,a260,-1,1
1999,a165,-1,1
2000,a260,-1,1
2003,a162,-1,1
2006,a219,-1,1
2008,a98,-1,1
2009,a90,-1,1
2012,a165,-1,1
2013,a110,-1,1
2014,a275,-1,1
2017,a162,-1,1
2020,a260,-1,1
2022,a11,-1,1
2025,a71,-1,1
2027,a160,-1,1
2028,a232,-1,1
2029,a157,-1,1
2030,a162,-1,1
2032,a260,-1,1
2034,a208,-1,1
2035,a157,-1,1
2037,a188,-1,1
2038,a92,-1,1
2040,a74,-1,1
2041,a162,-1,1
2044,a68,-1,1
2046,a15,-1,1
2047,a160,-1,1
2049,a162,-1,1
2051,a165,-1,1
2052,a232,-1,1
2054,a165,-1,1
2056,a34,-1,1
2057,a141,-1,1
2059,a239,-1,1
2061,a232,-1,1
2064,a247,-1,1
2067,a119,-1,1
2069,a232,-1,1
2070,a37,-1,1
2071,a232,-1,1
2072,a18,-1,1
2073,a208,-1,1
2074,a71,-1,1
2075,a11,-1,1
2076,a171,-1,1
2077,a160,-1,1
2079,a162,-1,1
2080,a240,-1,1
2083,a37,-1,1
2085,a162,-1,1
2086,a208,-1,1
2089,a188,-1,1
2092,a208,-1,1
2093,a141,-1,1
2094,a68,-1,1
2095,a160,-1,1
2098,a165,-1,1
2100,a11,-1,1
2102,a68,-1,1
2103,a71,-1,1
2105,a188,-1,1
2106,a165,-1,1
2108,a160,-1,1
2110,a208,-1,1
2111,a165,-1,1
2113,a92,-1,1
2116,a141,-1,1
2118,a64,-1,1
2121,a238,-1,1
2124,a160,-1,1
2126,a165,-1,1
2127,a169,-1,1
2129,a208,-1,1
2132,a232,-1,1
2135,a157,-1,1
2137,a188,-1,1
2138,a92,-1,1
2139,a188,-1,1
2142,a92,-1,1
2144,a165,-1,1
2147,a208,-1,1
2149,a68,-1,1
2150,a178,-1,1
2153,a157,-1,1
2154,a188,-1,1
2156,a234,-1,1
2157,a232,-1,1
2159,a141,-1,1
2160,a71,-1,1
2162,a136,-1,1
2165,a162,-1,1
2167,a240,-1,1
2170,a15,-1,1
2172,a74,-1,1
2174,a141,-1,1
2175,a18,-1,1
2177,a141,-1,1
2178,a119,-1,1
2179,a165,-1,1
2182,a208,-1,1
2183,a160,-1,1
2186,a119,-1,1
2189,a34,-1,1
2191,a11,-1,1
2192,a160,-1,1
2193,a71,-1,1
2194,a157,-1,1
2196,a179,-1,1
2213,a25,-1,1
2214,a236,-1,1
2215,a12,-1,1
2216,a289,-1,1
2218,a270,-1,1
2221,a249,-1,1
2222,a249,-1,1
2225,a118,-1,1
2228,a236,-1,1
2231,a19,-1,1
2232,a258,-1,1
2233,a118,-1,1
2235,a163,-1,1
2237,a180,-1,1
2240,a270,-1,1
2243,a163,-1,1
2244,a12,-1,1
2245,a263,-1,1
2248,a67,-1,1
2250,a270,-1,1
2253,a132,-1,1
2255,a183,-1,1
2256,a249,-1,1
2257,a19,-1,1
2259,a19,-1,1
2261,a135,-1,1
2262,a29,-1,1
2265,a180,-1,1
2267,a249,-1,1
2269,a12,-1,1
2272,a114,-1,1
2274,a28,-1,1
2277,a246,-1,1
2280,a25,-1,1
2281,a19,-1,1
2284,a284,-1,1
2285,a114,-1,1
2286,a187,-1,1
2287,a183,-1,1
2289,a114,-1,1
2291,a114,-1,1
2293,a263,-1,1
2295,a118,-1,1
2297,a155,-1,1
2299,a236,-1,1
2301,a114,-1,1
2304,a29,-1,1
2306,a183,-1,1
2308,a145,-1,1
2311,a145,-1,1
2314,a236,-1,1
2317,a236,-1,1
2319,a246,-1,1
2322,a187,-1,1
2325,a246,-1,1
2326,a22,-1,1
2329,a183,-1,1
2332,a19,-1,1
2334,a67,-1,1
2337,a289,-1,1
2340,a263,-1,1
2343,a114,-1,1
2345,a33,-1,1
2346,a19,-1,1
2347,a46,-1,1
2349,a19,-1,1
2352,a29,-1,1
2354,a67,-1,1
2356,a84,-1,1
2359,a270,-1,1
2360,a246,-1,1
2363,a178,-1,1
2366,a135,-1,1
2368,a183,-1,1
2371,a165,-1,1
2372,a67,-1,1
2375,a25,-1,1
2377,a183,-1,1
2379,a180,-1,1
2382,a81,-1,1
2385,a183,-1,1
2388,a187,-1,1
2391,a25,-1,1
2392,a12,-1,1
2395,a145,-1,1
2397,a155,-1,1
2399,a187,-1,1
2402,a145,-1,1
2404,a270,-1,1
2406,a183,-1,1
2409,a155,-1,1
2410,a125,-1,1
2413,a183,-1,1
2415,a67,-1,1
2418,a135,-1,1
2421,a206,-1,1
2423,a183,-1,1
2426,a236,-1,1
2428,a289,-1,1
2431,a67,-1,1
2432,a246,-1,1
2435,a29,-1,1
2438,a119,-1,1
2439,a25,-1,1
2440,a163,-1,1
2441,a187,-1,1
2444,a67,-1,1
2446,a249,-1,1
2449,a187,-1,1
2455,a268,-1,1
2457,a99,-1,1
2459,a236,-1,1
2460,a57,-1,1
2461,a279,-1,1
2463,a167,-1,1
2466,a76,-1,1
2468,a268,-1,1
2470,a57,-1,1
2472,a268,-1,1
2473,a185,-1,1
2474,a99,-1,1
2475,a250,-1,1
2478,a89,-1,1
2484,a50,-1,1
2486,a241,-1,1
2487,a202,-1,1
2488,a216,-1,1
2490,a4,-1,1
2493,a272,-1,1
2495,a222,-1,1
2496,a193,-1,1
2499,a222,-1,1
2501,a152,-1,1
2502,a157,-1,1
2503,a103,-1,1
2506,a103,-1,1
2509,a128,-1,1
2512,a169,-1,1
2514,a149,-1,1
2515,a66,-1,1
2517,a255,-1,1
2520,a103,-1,1
2523,a298,-1,1
2526,a298,-1,1
2529,a66,-1,1
2530,a252,-1,1
2532,a252,-1,1
2533,a25,-1,1
2535,a36,-1,1
2537,a216,-1,1
2540,a103,-1,1
2541,a202,-1,1
2542,a298,-1,1
2543,a36,-1,1
2546,a169,-1,1
2549,a152,-1,1
2550,a198,-1,1
2551,a80,-1,1
2553,a277,-1,1
2555,a83,-1,1
2556,a83,-1,1
2559,a291,-1,1
2560,a152,-1,1
2563,a54,-1,1
2566,a123,-1,1
2567,a222,-1,1
2569,a278,-1,1
2570,a93,-1,1
2571,a216,-1,1
2574,a144,-1,1
2576,a40,-1,1
2578,a216,-1,1
2581,a11,-1,1
2583,a181,-1,1
2584,a169,-1,1
2586,a276,-1,1
2588,a148,-1,1
2591,a181,-1,1
2593,a222,-1,1
2594,a103,-1,1
2597,a123,-1,1
2599,a222,-1,1
2601,a169,-1,1
2602,a8,-1,1
2603,a181,-1,1
2604,a222,-1,1
2606,a191,-1,1
2608,a202,-1,1
2611,a169,-1,1
2612,a298,-1,1
2615,a186,-1,1
2618,a8,-1,1
2620,a252,-1,1
2622,a169,-1,1
2625,a246,-1,1
2627,a252,-1,1
2630,a222,-1,1
2631,a152,-1,1
2632,a66,-1,1
2633,a157,-1,1
2635,a25,-1,1
2636,a4,-1,1
2639,a157,-1,1
2640,a152,-1,1
2641,a123,-1,1
2644,a25,-1,1
2647,a169,-1,1
2650,a152,-1,1
2653,a169,-1,1
2656,a127,-1,1
2659,a298,-1,1
2662,a216,-1,1
2681,a287,-1,1
2684,a255,-1,1
2685,a17,-1,1
2687,a262,-1,1
2689,a298,-1,1
2692,a178,-1,1
2698,a26,-1,1
2700,a137,-1,1
2702,a68,-1,1
2705,a101,-1,1
2706,a41,-1,1
2709,a26,-1,1
2712,a32,-1,1
2715,a30,-1,1
2718,a32,-1,1
2720,a238,-1,1
2721,a99,-1,1
2722,a13,-1,1
2723,a104,-1,1
2725,a80,-1,1
2726,a84,-1,1
2729,a241,-1,1
2732,a19,-1,1
2735,a8,-1,1
2737,a278,-1,1
2740,a13,-1,1
2743,a8,-1,1
2766,a83,-1,1
2768,a86,-1,1
2771,a83,-1,1
2773,a174,-1,1
2774,a209,-1,1
2777,a287,-1,1
2778,a125,-1,1
2788,a25,-1,1
2790,a18,-1,1
2793,a145,-1,1
2796,a67,-1,1
2797,a121,-1,1
2800,a180,-1,1
2802,a67,-1,1
2805,a187,-1,1
2806,a48,-1,1
2809,a145,-1,1
2812,a249,-1,1
2815,a291,-1,1
2816,a12,-1,1
2829,a144,-1,1
2830,a216,-1,1
2831,a152,-1,1
2834,a157,-1,1
2837,a185,-1,1
2839,a298,-1,1
2841,a66,-1,1
2842,a157,-1,1
2843,a152,-1,1
2846,a36,-1,1
2848,a83,-1,1
2849,a51,-1,1
2852,a262,-1,1
2854,a36,-1,1
2855,a222,-1,1
2856,a36,-1,1
2859,a272,-1,1
2862,a181,-1,1
2865,a277,-1,1
2868,a197,-1,1
2869,a277,-1,1
2870,a103,-1,1
2872,a216,-1,1
2875,a222,-1,1
2876,a262,-1,1
2877,a152,-1,1
2878,a252,-1,1
2881,a36,-1,1
2882,a192,-1,1
2883,a185,-1,1
2885,a66,-1,1
2886,a252,-1,1
2888,a216,-1,1
2889,a36,-1,1
2892,a216,-1,1
2893,a202,-1,1
